date;region;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron
2021-06-01;GUY;Complet entre 3 mois et 6 mois - sans rappel;6.63;0.1;0.06;0.0;0.0;0.0;0.0;0.0;1136.45;NA;NA;NA;NA
2021-06-01;HDF;Primo dose récente;1144.2;154.21;54.48;26.61;1.0;1.0;0.0;0.0;478759.82;72.72;85.39;NA;NA
2021-06-01;HDF;Complet entre 3 mois et 6 mois - sans rappel;494.53;27.17;3.66;0.06;1.0;1.0;0.0;0.0;113727.88;5.66;100;NA;NA
2021-06-01;IDF;Primo dose efficace;7472.29;356.55;94.81;19.33;5.18;4.93;0.0;0.0;1953261.57;22.8;14.33;0;NA
2021-06-01;LRE;Primo dose efficace;316.73;42.17;9.67;4.67;0.21;0.07;0.67;0.0;62318.79;0;NA;NA;NA
2021-06-01;LRE;Complet entre 3 mois et 6 mois - sans rappel;30.07;0.55;0.19;0.0;0.03;0.0;0.0;0.0;4062.13;NA;NA;NA;NA
2021-06-01;MAR;Primo dose efficace;45.33;0.77;0.33;0.33;0.0;0.0;0.0;0.0;16723.82;0;0;NA;NA
2021-06-01;MAY;Non-vaccinés;171.63;5.85;3.0;0.0;0.81;0.0;0.0;0.0;257187.14;NA;NA;NA;NA
2021-06-01;MAY;Complet de moins de 3 mois - sans rappel;72.55;1.38;0.5;0.0;0.11;0.0;0.0;0.0;13792.13;NA;NA;NA;NA
2021-06-01;MAY;Complet entre 3 mois et 6 mois - sans rappel;5.79;0.03;0.0;0.0;0.01;0.0;0.0;0.0;1319.76;NA;NA;NA;NA
2021-06-01;NAQ;Complet de moins de 3 mois - sans rappel;2854.99;152.87;46.15;13.37;2.1;2.0;0.0;0.0;880223.68;0;0;NA;NA
2021-06-01;NOR;Primo dose récente;584.88;76.7;28.53;13.2;0.0;0.0;0.04;0.0;246103.31;35.41;40.41;NA;NA
2021-06-01;NOR;Primo dose efficace;1553.37;138.59;15.02;8.21;1.0;0.0;2.17;2.0;567012.6;54.07;62.19;NA;NA
2021-06-01;NOR;Complet de moins de 3 mois - sans rappel;1491.8;116.36;41.89;16.52;1.7;1.0;2.17;1.0;465740.76;66.3;68.26;0;NA
2021-06-01;NOR;Complet entre 3 mois et 6 mois - sans rappel;471.27;28.08;4.95;0.0;0.0;0.0;0.04;0.0;99758.64;66.67;NA;NA;NA
2021-06-01;OCC;Complet de moins de 3 mois - sans rappel;3529.36;133.2;58.64;17.54;0.18;0.18;1.0;1.0;843887.8;0;0;NA;NA
2021-06-01;PAC;Primo dose récente;1110.02;66.95;12.65;5.09;0.0;0.0;1.0;0.0;295123.29;8.42;0;NA;NA
2021-06-01;PAC;Complet de moins de 3 mois - sans rappel;3923.56;132.38;37.15;12.57;5.99;3.0;1.0;1.0;813592.33;12.63;13.55;0;NA
2021-06-01;PAC;Complet entre 3 mois et 6 mois - sans rappel;936.71;21.32;3.14;0.0;0.07;0.0;0.0;0.0;124633.98;0;NA;NA;NA
2021-06-02;ARA;Non-vaccinés;14702.1;2103.43;649.46;251.71;24.43;20.22;7.67;7.67;4843947.55;4.24;1.57;21.41;27.25
2021-06-02;BRE;Non-vaccinés;6803.58;1062.56;249.32;96.58;6.5;2.5;0.0;0.0;1946830.82;13.23;13.93;NA;NA
2021-06-02;BRE;Primo dose récente;656.43;75.19;23.4;9.85;0.0;0.0;1.0;1.0;238328.63;5.81;13.32;NA;NA
2021-06-02;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.84;NA;NA;NA;NA
2021-06-02;COR;Non-vaccinés;885.95;46.08;14.0;5.0;0.0;0.0;0.0;0.0;198427.23;0;0;NA;NA
2021-06-02;CVL;Complet de moins de 3 mois - sans rappel;979.94;76.96;26.77;9.13;2.0;1.0;0.0;0.0;345839.95;0.6;1.44;NA;NA
2021-06-02;CVL;Complet entre 3 mois et 6 mois - sans rappel;256.82;3.0;1.38;0.0;0.0;0.0;0.0;0.0;67898.89;0;NA;NA;NA
2021-06-02;GES;Non-vaccinés;11092.91;1536.62;456.48;179.82;17.43;13.1;4.0;4.0;3250397.06;2.16;3.6;100;NA
2021-06-02;GES;Complet de moins de 3 mois - sans rappel;2609.2;148.8;51.58;20.95;4.32;3.9;0.0;0.0;781301.04;4.41;8.66;NA;NA
2021-06-02;GES;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA
2021-06-02;GUA;Primo dose efficace;136.88;4.57;0.34;0.0;0.14;0.0;0.0;0.0;37758.21;NA;NA;NA;NA
2021-06-02;GUA;Complet entre 3 mois et 6 mois - sans rappel;4.4;0.0;0.0;0.0;0.03;0.0;0.0;0.0;1198.77;NA;NA;NA;NA
2021-06-02;GUY;Non-vaccinés;629.95;106.46;118.52;42.89;7.0;5.0;2.58;2.0;253778.37;0;0;NA;NA
2021-06-02;GUY;Primo dose récente;36.14;2.68;3.16;0.41;0.0;0.0;0.04;0.0;5653.95;0;NA;NA;NA
2021-06-02;HDF;Non-vaccinés;10196.9;1373.69;533.89;182.24;36.3;26.0;9.5;7.5;3500487.61;64.55;70.68;50;NA
2021-06-02;IDF;Primo dose récente;4765.65;180.73;125.06;31.58;4.03;4.03;0.0;0.0;1074190.29;19.8;24.15;0;NA
2021-06-02;MAR;Primo dose efficace;45.02;1.25;0.0;0.0;0.0;0.0;0.17;0.0;16476.78;NA;NA;NA;NA
2021-06-02;MAR;Complet entre 3 mois et 6 mois - sans rappel;9.77;0.5;0.0;0.0;0.0;0.0;0.04;0.0;2330.84;NA;NA;NA;NA
2021-06-02;MAY;Non-vaccinés;211.09;4.34;6.01;0.0;0.81;0.0;0.0;0.0;256054.69;NA;NA;NA;NA
2021-06-02;NAQ;Primo dose efficace;3238.0;205.08;16.02;7.3;1.32;1.32;0.33;0.33;1058378.28;0;NA;0;NA
2021-06-02;NOR;Complet de moins de 3 mois - sans rappel;1370.29;102.37;31.2;6.12;1.08;1.08;0.0;0.0;473206.78;18.19;60.98;0;NA
2021-06-02;OCC;Primo dose récente;1377.78;86.03;14.52;6.82;0.0;0.0;0.0;0.0;379483.3;11.11;70.21;NA;NA
2021-06-02;OCC;Complet de moins de 3 mois - sans rappel;3388.51;134.81;42.95;13.55;2.0;2.0;0.0;0.0;857353.55;0;0;0;NA
2021-06-02;PAC;Primo dose récente;1266.0;63.44;16.77;8.18;4.2;2.2;0.0;0.0;290710.85;15.27;32.15;NA;NA
2021-06-02;PAC;Primo dose efficace;3531.21;134.67;18.29;5.15;1.07;1.0;2.0;0.0;810032.35;0;0;NA;NA
2021-06-02;PAC;Complet de moins de 3 mois - sans rappel;3989.13;113.87;29.65;7.75;2.45;1.45;0.0;0.0;828051.51;21.72;0;NA;NA
2021-06-02;PDL;Primo dose efficace;1811.93;168.48;17.59;4.17;2.11;2.11;0.0;0.0;657183.61;36.36;0;0;NA
2021-06-02;PDL;Complet de moins de 3 mois - sans rappel;1472.08;89.16;23.37;3.95;1.33;1.33;0.0;0.0;485418.87;0;0;NA;NA
2021-06-02;PDL;Complet entre 3 mois et 6 mois - sans rappel;341.51;21.73;5.79;1.5;2.0;2.0;0.0;0.0;91526.97;50;100;NA;NA
2021-06-03;BFC;Complet entre 3 mois et 6 mois - sans rappel;282.3;24.33;1.04;0.0;0.07;0.0;0.0;0.0;102658.97;0;NA;NA;NA
2021-06-03;BRE;Complet entre 3 mois et 6 mois - sans rappel;298.82;15.92;3.68;1.24;0.0;0.0;0.0;0.0;89762.02;100;100;NA;NA
2021-06-03;CVL;Non-vaccinés;4480.16;547.45;182.63;71.72;5.0;2.0;6.0;5.0;1487465.12;17.64;14.47;100;50
2021-06-03;GES;Non-vaccinés;12969.68;1546.97;468.3;176.4;11.34;5.0;5.0;4.0;3215238.79;1.93;1.87;0;NA
2021-06-03;GES;Primo dose récente;1283.68;106.79;32.63;16.74;0.0;0.0;0.0;0.0;388427.47;0;0;NA;NA
2021-06-03;GES;Complet entre 3 mois et 6 mois - sans rappel;596.43;22.99;5.01;0.2;0.0;0.0;0.0;0.0;149420.85;0;0;NA;NA
2021-06-03;GES;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA
2021-06-03;HDF;Non-vaccinés;11026.77;1350.72;527.48;209.19;24.22;15.47;8.0;5.0;3467366.55;53.9;63.23;100;NA
2021-06-03;HDF;Complet entre 3 mois et 6 mois - sans rappel;527.3;26.51;3.16;1.0;2.0;1.0;0.0;0.0;116642.0;0;NA;0;NA
2021-06-03;IDF;Complet entre 3 mois et 6 mois - sans rappel;1085.47;32.46;6.36;0.32;1.62;0.62;0.0;0.0;243894.26;7.75;NA;NA;NA
2021-06-03;LRE;Non-vaccinés;2499.66;413.94;190.71;64.53;8.01;5.51;0.0;0.0;675279.71;0;0;0;NA
2021-06-03;LRE;Primo dose récente;197.9;33.16;10.76;5.91;2.65;1.15;0.0;0.0;46757.48;0;0;NA;NA
2021-06-03;LRE;Complet entre 3 mois et 6 mois - sans rappel;35.04;0.48;0.35;0.0;0.01;0.01;0.0;0.0;4982.13;NA;NA;NA;NA
2021-06-03;MAR;Primo dose efficace;50.31;3.29;0.43;0.33;0.0;0.0;0.0;0.0;16239.75;23.26;0;NA;NA
2021-06-03;MAR;Complet entre 3 mois et 6 mois - sans rappel;14.32;1.5;0.02;0.0;0.0;0.0;0.0;0.0;2467.81;100;NA;NA;NA
2021-06-03;MAY;Complet de moins de 3 mois - sans rappel;72.66;1.4;1.0;0.0;0.0;0.0;0.0;0.0;14802.58;NA;NA;NA;NA
2021-06-03;MAY;Complet entre 3 mois et 6 mois - sans rappel;8.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1745.41;NA;NA;NA;NA
2021-06-03;NAQ;Non-vaccinés;13387.09;1239.96;383.47;127.42;6.8;5.0;5.0;4.0;3400897.35;8.34;0;0;NA
2021-06-03;NAQ;Primo dose récente;1502.66;96.37;31.66;13.3;2.1;0.0;2.0;2.0;429636.55;22.82;0;NA;NA
2021-06-03;NAQ;Primo dose efficace;3269.55;193.51;21.19;2.12;0.0;0.0;0.0;0.0;1080493.54;15.8;0;NA;NA
2021-06-03;NOR;Non-vaccinés;5722.27;908.66;265.41;126.64;10.0;10.0;1.0;1.0;1867958.26;53.26;55.96;0;0
2021-06-03;OCC;Non-vaccinés;14251.43;1315.88;424.82;162.25;15.1;12.1;2.0;1.0;3548988.86;3.5;0;100;NA
2021-06-03;OCC;Primo dose récente;1770.81;85.94;30.37;13.9;0.5;0.5;0.0;0.0;374565.32;16.18;19.57;NA;NA
2021-06-03;PAC;Primo dose efficace;3353.21;138.32;13.22;3.14;3.0;3.0;3.0;2.0;818977.7;27.1;0;100;NA
2021-06-03;PAC;Complet entre 3 mois et 6 mois - sans rappel;872.72;16.46;3.3;0.0;0.0;0.0;0.0;0.0;136432.66;NA;NA;NA;NA
2021-06-03;PDL;Complet entre 3 mois et 6 mois - sans rappel;591.02;20.41;13.97;1.0;0.0;0.0;0.0;0.0;94747.15;0;0;NA;NA
2021-06-04;ARA;Non-vaccinés;17547.97;1799.77;601.6;216.13;26.54;19.62;6.93;6.93;4735165.81;11.73;7.7;25.04;33.33
2021-06-04;ARA;Complet de moins de 3 mois - sans rappel;4385.58;243.55;59.45;23.27;2.96;2.18;0.64;0.14;1182924.1;17.34;0;100;NA
2021-06-04;BFC;Primo dose efficace;1757.73;103.39;9.32;1.0;0.07;0.0;0.0;0.0;481335.65;0;0;NA;NA
2021-06-04;BFC;Complet de moins de 3 mois - sans rappel;1550.82;84.87;16.76;6.33;2.0;1.0;0.0;0.0;400715.72;0;0;NA;NA
2021-06-04;BRE;Primo dose récente;847.07;45.95;13.64;4.29;0.0;0.0;0.04;0.0;240317.09;22.45;0;NA;NA
2021-06-04;BRE;Primo dose efficace;1979.14;123.83;8.88;0.0;1.0;1.0;0.17;0.0;621568.52;80.07;NA;100;NA
2021-06-04;BRE;Complet de moins de 3 mois - sans rappel;1594.54;86.65;27.77;10.73;0.0;0.0;0.17;0.0;501121.07;50.25;22.73;NA;NA
2021-06-04;COR;Complet entre 3 mois et 6 mois - sans rappel;115.65;0.42;1.0;0.0;0.0;0.0;0.0;0.0;11959.78;0;NA;NA;NA
2021-06-04;COR;Complet de moins de 3 mois - sans rappel;660.14;8.55;0.0;0.0;0.0;0.0;0.0;0.0;73231.6;NA;NA;NA;NA
2021-06-04;CVL;Primo dose récente;603.97;41.48;19.8;13.53;1.0;1.0;0.0;0.0;201479.21;3.13;4.08;NA;NA
2021-06-04;CVL;Primo dose efficace;1532.85;74.68;13.74;2.0;1.0;1.0;0.0;0.0;450427.96;0;NA;100;NA
2021-06-04;GES;Primo dose récente;1415.43;101.61;22.92;13.23;0.0;0.0;0.0;0.0;382764.09;10.18;15.97;NA;NA
2021-06-04;GUY;Primo dose récente;75.31;9.52;11.32;5.79;0.0;0.0;0.08;0.0;5601.96;0;0;NA;NA
2021-06-04;GUY;Primo dose efficace;84.16;7.78;2.3;0.55;0.0;0.0;0.33;0.0;14126.12;0;NA;NA;NA
2021-06-04;HDF;Primo dose efficace;3743.08;206.65;30.87;9.53;2.0;2.0;1.0;1.0;1099230.72;54.41;60.33;NA;NA
2021-06-04;HDF;Complet entre 3 mois et 6 mois - sans rappel;512.15;26.86;1.2;0.03;1.0;0.0;0.0;0.0;119100.82;NA;NA;NA;NA
2021-06-04;IDF;Non-vaccinés;28595.57;1560.81;1144.41;260.6;62.51;50.65;17.83;15.83;7389314.03;27.03;27.22;15.38;25
2021-06-04;IDF;Primo dose efficace;10373.67;265.27;109.96;20.58;3.33;2.33;1.07;1.07;2155930.8;21.83;0;NA;NA
2021-06-04;IDF;Complet de moins de 3 mois - sans rappel;7578.65;163.92;121.9;26.88;8.97;6.83;2.11;1.11;1440570.08;36.19;33.21;0;100
2021-06-04;IDF;Complet entre 3 mois et 6 mois - sans rappel;1239.83;50.24;9.56;4.07;2.0;1.0;0.0;0.0;255015.96;40.16;100;NA;NA
2021-06-04;LRE;Primo dose récente;199.3;25.14;5.33;1.77;1.94;1.13;0.0;0.0;45681.45;NA;NA;NA;NA
2021-06-04;LRE;Complet de moins de 3 mois - sans rappel;380.96;24.74;12.21;3.87;0.3;0.0;0.0;0.0;65576.88;0;0;NA;NA
2021-06-04;MAR;Primo dose efficace;64.36;0.47;0.33;0.33;0.03;0.0;0.0;0.0;16168.72;0;0;NA;NA
2021-06-04;MAR;Complet entre 3 mois et 6 mois - sans rappel;16.78;0.09;0.0;0.0;0.01;0.0;0.0;0.0;2597.73;NA;NA;NA;NA
2021-06-04;MAY;Primo dose récente;54.39;1.2;1.17;0.0;0.0;0.0;0.0;0.0;10241.93;NA;NA;NA;NA
2021-06-04;NAQ;Primo dose récente;1632.19;62.33;26.79;7.76;0.1;0.0;1.0;1.0;431260.02;2.44;0;NA;NA
2021-06-04;NAQ;Primo dose efficace;4129.51;206.05;20.26;10.13;1.0;1.0;0.0;0.0;1100644.94;0.5;0;NA;NA
2021-06-04;NAQ;Complet entre 3 mois et 6 mois - sans rappel;774.2;45.86;6.34;2.0;0.0;0.0;0.0;0.0;200787.75;0;0;NA;NA
2021-06-04;NOR;Primo dose efficace;1963.19;124.62;16.9;3.34;3.0;3.0;0.34;0.0;599562.05;39.56;14.93;100;NA
2021-06-04;NOR;Complet de moins de 3 mois - sans rappel;1665.36;91.84;26.48;5.39;0.4;0.0;0.34;0.0;488664.41;46.26;93.46;NA;NA
2021-06-04;OCC;Non-vaccinés;17077.19;1214.79;408.98;133.23;16.5;9.9;4.0;2.0;3514094.18;30.28;26.61;21.28;0
2021-06-04;OCC;Primo dose efficace;4884.88;205.72;17.16;6.58;2.0;1.8;0.0;0.0;1006531.79;NA;NA;0;NA
2021-06-04;OCC;Complet entre 3 mois et 6 mois - sans rappel;965.03;33.98;6.57;1.0;0.0;0.0;0.0;0.0;185084.01;NA;NA;NA;NA
2021-06-04;PAC;Primo dose récente;1441.15;49.2;13.62;6.43;1.0;1.0;0.0;0.0;280067.08;39.85;82.64;100;NA
2021-06-04;PAC;Primo dose efficace;4171.4;122.44;20.11;3.03;4.13;4.0;1.0;0.0;829931.39;57.34;100;100;NA
2021-06-04;PDL;Non-vaccinés;8626.18;1072.09;306.67;88.61;8.36;7.0;3.0;3.0;2231957.41;28.04;26.09;50;NA
2021-06-04;PDL;Complet de moins de 3 mois - sans rappel;1668.49;76.09;31.85;9.0;1.0;1.0;0.0;0.0;504231.19;42.11;33.33;100;NA
2021-06-05;ARA;Complet entre 3 mois et 6 mois - sans rappel;513.83;22.65;2.73;0.03;0.0;0.0;0.0;0.0;212246.52;100;NA;NA;NA
2021-06-05;BFC;Non-vaccinés;3179.94;378.27;133.85;61.67;5.64;3.64;1.0;0.0;1602202.08;13.08;15.6;50;NA
2021-06-05;BFC;Primo dose récente;308.7;28.57;5.51;4.12;0.07;0.07;0.0;0.0;161012.52;0;0;NA;NA
2021-06-05;BFC;Complet entre 3 mois et 6 mois - sans rappel;239.14;19.46;1.0;1.0;1.0;1.0;0.0;0.0;109322.42;NA;NA;NA;NA
2021-06-05;BRE;Primo dose efficace;1368.31;76.95;8.38;2.35;0.07;0.0;0.0;0.0;625453.01;80.52;81.48;NA;NA
2021-06-05;BRE;Complet de moins de 3 mois - sans rappel;1187.43;45.92;10.59;2.2;0.0;0.0;0.0;0.0;515109.47;46.51;100;NA;NA
2021-06-05;COR;Non-vaccinés;653.56;10.74;6.4;1.0;0.0;0.0;0.0;0.0;196259.36;66.67;100;NA;NA
2021-06-05;COR;Complet entre 3 mois et 6 mois - sans rappel;62.97;1.05;0.0;0.0;0.0;0.0;0.0;0.0;12605.47;NA;NA;NA;NA
2021-06-05;CVL;Non-vaccinés;2450.26;200.08;113.47;29.59;5.83;2.83;1.58;1.0;1445886.3;29.62;19.26;54.64;0
2021-06-05;GES;Complet de moins de 3 mois - sans rappel;2487.51;89.45;26.16;5.8;3.55;2.33;0.0;0.0;829928.58;0;0;100;NA
2021-06-05;GES;Complet entre 3 mois et 6 mois - sans rappel;481.09;21.44;4.31;3.11;0.0;0.0;1.0;1.0;160527.71;0;0;NA;NA
2021-06-05;GUA;Primo dose récente;12.97;0.18;0.0;0.0;0.0;0.0;0.0;0.0;7741.95;NA;NA;NA;NA
2021-06-05;GUY;Primo dose récente;53.93;2.18;2.41;1.0;0.0;0.0;0.06;0.0;5698.98;NA;NA;NA;NA
2021-06-05;GUY;Primo dose efficace;26.91;1.79;0.21;0.21;0.0;0.0;0.08;0.0;14084.08;NA;NA;NA;NA
2021-06-05;IDF;Complet de moins de 3 mois - sans rappel;3704.58;87.33;85.24;16.4;3.14;3.14;4.5;3.0;1473594.46;34.86;36.14;50;100
2021-06-05;IDF;Complet entre 3 mois et 6 mois - sans rappel;614.14;18.27;10.15;4.07;1.0;1.0;0.0;0.0;266412.61;94.79;100;NA;NA
2021-06-05;LRE;Primo dose efficace;260.31;23.02;4.22;2.56;0.25;0.25;2.41;0.67;69325.32;0;0;NA;NA
2021-06-05;LRE;Complet entre 3 mois et 6 mois - sans rappel;29.02;0.33;0.0;0.0;0.0;0.0;0.01;0.0;5885.77;NA;NA;NA;NA
2021-06-05;NAQ;Primo dose récente;802.33;22.81;15.54;5.06;0.1;0.0;0.33;0.33;432910.52;12.77;0;NA;NA
2021-06-06;ARA;Non-vaccinés;1413.29;134.81;63.25;20.69;16.67;11.0;3.0;1.0;4639666.5;45.79;66.48;66.67;NA
2021-06-06;ARA;Primo dose récente;177.25;9.47;4.53;2.51;0.0;0.0;0.0;0.0;596932.61;5.16;6.4;NA;NA
2021-06-06;BRE;Complet de moins de 3 mois - sans rappel;285.4;18.45;3.0;0.0;0.0;0.0;0.17;0.0;520967.97;50;NA;NA;NA
2021-06-06;COR;Primo dose récente;6.1;0.09;0.0;0.0;0.0;0.0;0.0;0.0;9104.84;NA;NA;NA;NA
2021-06-06;CVL;Primo dose récente;51.13;4.33;1.07;0.0;1.0;0.0;0.0;0.0;204868.18;0;NA;NA;NA
2021-06-06;GES;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.99;NA;NA;NA;NA
