date;vac_statut;age;nb_PCR;nb_PCR_sympt;nb_PCR+_sympt;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron;DC_pourcent_omicron;HC_PCR+_pour_covid;SC_PCR+_pour_covid;DC_PCR+_pour_covid
2021-06-02;Primo dose efficace;"[80;+]";2507.06;139.75;6.78;28.15;10.24;8.1;2.25;0.08;3.69;3.45;658986.0;20.88;50;0;NA;NA;7.44;0.08;3.33
2021-06-02;Complet de moins de 3 mois - avec rappel;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.84;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-03;Non-vaccinés;[0,19];48359.44;6371.99;441.72;1630.74;8.64;7.0;1.0;1.0;0.0;0.0;15726374.58;21.17;26.38;NA;NA;NA;5.0;0.0;0.0
2021-06-03;Complet entre 3 mois et 6 mois - sans rappel;[0,19];7.88;0.05;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;977.53;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-03;Non-vaccinés;[20,39];52540.85;5205.99;788.55;2027.41;45.26;33.59;8.69;5.53;0.0;0.0;11500567.5;22.2;25.37;33.33;0;NA;29.88;4.53;0.0
2021-06-03;Complet entre 3 mois et 6 mois - sans rappel;[20,39];662.97;45.06;0.42;3.42;0.01;0.01;0.08;0.0;0.0;0.0;90426.86;2;0;NA;NA;NA;0.0;0.0;0.0
2021-06-03;Complet de moins de 3 mois - sans rappel;[40,59];8020.23;405.66;88.92;207.73;6.13;4.45;2.0;1.0;1.0;1.0;1862610.47;16.88;15.44;100;NA;0;4.45;1.0;0.0
2021-06-03;Complet entre 3 mois et 6 mois - sans rappel;[60,79];2189.01;95.67;1.12;7.86;2.0;1.0;1.08;1.0;0.0;0.0;590800.77;5.56;NA;NA;NA;NA;1.0;1.0;0.0
2021-06-03;Primo dose récente;"[80;+]";285.85;14.12;1.0;4.63;2.36;1.12;0.0;0.0;0.0;0.0;78435.55;NA;NA;NA;NA;NA;1.12;0.0;0.0
2021-06-03;Primo dose efficace;"[80;+]";2429.79;134.89;2.67;33.98;7.36;5.56;0.0;0.0;3.44;1.2;654425.7;27.2;59.88;60;NA;NA;4.56;0.0;1.2
2021-06-04;Primo dose récente;[0,19];1090.38;51.7;5.06;19.24;0.26;0.0;0.0;0.0;0.0;0.0;207064.13;17.64;0;NA;NA;NA;0.0;0.0;0.0
2021-06-04;Complet de moins de 3 mois - sans rappel;[0,19];310.45;11.23;0.34;7.23;0.76;0.2;0.0;0.0;0.0;0.0;32744.71;87.5;71.43;0;NA;NA;0.2;0.0;0.0
2021-06-04;Non-vaccinés;[20,39];56999.13;4438.84;699.35;1944.42;39.17;30.88;5.43;4.43;0.0;0.0;11305115.95;29.03;28.52;12.5;0;NA;21.88;3.43;0.0
2021-06-04;Primo dose efficace;[40,59];17234.54;774.63;37.96;136.12;1.11;1.11;1.58;1.25;0.0;0.0;4290711.48;15.79;37.77;NA;NA;NA;1.11;1.25;0.0
2021-06-04;Complet entre 3 mois et 6 mois - sans rappel;[40,59];1831.11;79.38;6.14;21.62;0.0;0.0;0.08;0.0;0.0;0.0;383088.82;33.33;33.33;NA;NA;NA;0.0;0.0;0.0
2021-06-04;Primo dose efficace;[60,79];15871.06;767.15;21.6;79.41;9.64;9.2;1.71;1.2;2.29;1.29;4781094.63;26.44;23.5;75;NA;NA;9.2;1.2;1.29
2021-06-04;Complet de moins de 3 mois - sans rappel;[60,79];18157.63;595.39;53.21;201.15;10.88;7.7;5.01;2.5;1.0;1.0;4726795.02;35.83;22.61;0;66.67;NA;6.7;0.5;1.0
2021-06-04;Complet de moins de 3 mois - sans rappel;"[80;+]";5958.72;297.69;3.0;29.83;11.61;7.81;1.11;1.11;2.1;2.0;1870807.79;30.82;0;100;NA;NA;7.81;1.11;2.0
2021-06-04;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";2759.11;155.1;4.0;18.92;3.05;1.05;0.0;0.0;2.0;2.0;674537.08;0;NA;NA;NA;NA;1.05;0.0;2.0
2021-06-04;Complet de moins de 3 mois - avec rappel;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.83;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-05;Primo dose récente;[0,19];486.39;22.27;5.99;11.91;0.0;0.0;0.0;0.0;0.0;0.0;214061.59;15.27;17.34;NA;NA;NA;0.0;0.0;0.0
2021-06-05;Primo dose efficace;[0,19];364.13;15.33;0.0;2.59;1.12;1.0;0.0;0.0;0.0;0.0;133340.8;48.2;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-05;Complet de moins de 3 mois - sans rappel;[0,19];121.35;1.53;0.14;2.67;0.15;0.0;0.0;0.0;0.0;0.0;34499.68;22.58;0;NA;NA;NA;0.0;0.0;0.0
2021-06-05;Complet de moins de 3 mois - sans rappel;[20,39];2796.99;116.03;13.07;59.14;1.63;1.3;0.31;0.14;0.0;0.0;880275.53;27.4;22.61;0;NA;NA;1.0;0.14;0.0
2021-06-05;Non-vaccinés;[40,59];17262.97;1149.76;269.76;729.01;60.34;47.67;14.72;11.0;1.0;1.0;8460244.7;30.22;30.2;45.47;25;100;44.67;10.0;1.0
2021-06-05;Complet entre 3 mois et 6 mois - sans rappel;[40,59];865.22;35.63;0.31;4.93;0.0;0.0;1.01;1.0;0.0;0.0;392528.52;9.33;56;NA;NA;NA;0.0;1.0;0.0
2021-06-05;Primo dose efficace;"[80;+]";1494.68;76.45;4.0;27.15;6.5;6.0;2.08;1.0;3.91;2.67;641195.82;41.51;100;50;NA;NA;6.0;1.0;1.67
2021-06-06;Complet entre 3 mois et 6 mois - sans rappel;[0,19];2.11;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1136.13;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-06;Primo dose récente;[20,39];1207.02;63.18;10.37;26.27;1.14;1.14;0.04;0.0;0.0;0.0;1879837.23;48.17;51.39;NA;NA;NA;1.0;0.0;0.0
2021-06-06;Complet de moins de 3 mois - sans rappel;[20,39];744.1;32.17;3.02;8.71;0.5;0.5;0.5;0.0;0.0;0.0;898079.49;47.18;50;NA;NA;NA;0.5;0.0;0.0
2021-06-06;Primo dose efficace;[60,79];2188.51;127.92;5.09;21.47;5.03;4.7;1.67;1.0;3.33;3.0;4640585.82;29.9;33.33;NA;NA;100;4.7;1.0;3.0
2021-06-06;Primo dose récente;"[80;+]";86.81;8.43;0.0;0.42;2.17;1.0;0.25;0.25;0.0;0.0;74464.78;NA;NA;NA;0;NA;1.0;0.25;0.0
2021-06-07;Complet entre 3 mois et 6 mois - sans rappel;[0,19];8.17;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1149.04;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-07;Primo dose récente;[20,39];7565.11;575.61;83.11;192.67;1.27;1.27;0.0;0.0;0.0;0.0;1884189.14;28.78;22.94;100;NA;NA;0.27;0.0;0.0
2021-06-07;Primo dose efficace;[20,39];10110.3;743.78;33.4;81.82;5.01;3.34;0.0;0.0;0.0;0.0;1982637.72;19.3;16.92;100;NA;NA;2.09;0.0;0.0
2021-06-07;Complet de moins de 3 mois - sans rappel;[20,39];5000.18;296.4;41.53;105.31;1.76;1.43;0.0;0.0;0.0;0.0;904492.33;20.3;32.62;100;NA;NA;0.09;0.0;0.0
2021-06-07;Complet entre 3 mois et 6 mois - sans rappel;[60,79];3449.29;105.19;5.75;20.71;1.36;1.03;1.19;1.19;1.0;1.0;655152.23;0;NA;100;100;0;1.03;1.19;1.0
2021-06-07;Primo dose récente;"[80;+]";394.96;17.83;1.52;3.77;0.34;0.34;0.17;0.17;0.0;0.0;74142.19;11.03;60;0;0;NA;0.29;0.17;0.0
2021-06-08;Primo dose récente;[0,19];653.63;56.26;9.42;15.9;0.2;0.0;0.0;0.0;0.0;0.0;226775.63;31.67;39.63;NA;NA;NA;0.0;0.0;0.0
2021-06-08;Primo dose efficace;[0,19];523.88;38.86;0.0;1.61;0.25;0.25;0.0;0.0;0.0;0.0;164249.15;16.3;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-08;Non-vaccinés;[20,39];38738.52;4501.27;582.3;1405.98;29.88;28.88;6.89;5.89;0.0;0.0;10752992.7;35.26;35.32;20;50;NA;21.88;4.89;0.0
2021-06-08;Complet de moins de 3 mois - sans rappel;[20,39];4216.29;281.7;23.65;68.29;0.0;0.0;1.0;1.0;0.0;0.0;931574.59;33.94;28.9;NA;NA;NA;0.0;1.0;0.0
2021-06-08;Complet entre 3 mois et 6 mois - sans rappel;[20,39];522.16;36.21;0.5;0.74;0.0;0.0;0.0;0.0;0.0;0.0;101481.58;100;100;NA;NA;NA;0.0;0.0;0.0
2021-06-08;Primo dose récente;[40,59];4842.6;382.1;40.37;94.87;4.34;4.14;0.22;0.0;0.0;0.0;2005983.48;32.48;23.24;50;NA;NA;4.14;0.0;0.0
2021-06-08;Primo dose récente;[60,79];1303.01;69.63;5.37;19.66;4.58;2.0;1.33;0.0;0.0;0.0;539296.99;8.4;19.84;0;NA;NA;2.0;0.0;0.0
2021-06-08;Primo dose efficace;"[80;+]";2595.77;154.45;7.45;32.06;8.46;6.17;1.0;1.0;2.4;0.67;627700.03;61.22;65.36;50;NA;NA;6.17;1.0;0.67
2021-06-08;Complet de moins de 3 mois - sans rappel;"[80;+]";5737.33;282.33;8.9;40.13;16.1;7.42;0.0;0.0;2.43;2.33;1850295.14;44.47;4.5;0;NA;NA;7.42;0.0;2.33
2021-06-09;Complet de moins de 3 mois - sans rappel;[0,19];160.36;13.69;0.0;1.53;0.42;0.0;0.0;0.0;0.0;0.0;40187.03;37.04;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-09;Non-vaccinés;"[80;+]";3374.13;191.19;18.1;87.83;34.73;27.12;5.67;4.0;8.77;5.67;839307.47;28.47;30.3;43.48;100;0;23.33;4.0;4.67
2021-06-09;Primo dose efficace;"[80;+]";2152.1;125.15;2.17;16.02;4.14;2.14;1.22;1.0;6.63;5.33;619040.27;28.77;NA;100;NA;0;2.0;0.0;5.33
2021-06-10;Primo dose récente;[0,19];814.05;40.92;3.23;8.83;0.46;0.06;0.0;0.0;0.0;0.0;242464.33;43.25;28.82;NA;NA;NA;0.06;0.0;0.0
2021-06-10;Complet de moins de 3 mois - sans rappel;[0,19];195.37;12.18;0.08;3.45;0.54;0.06;0.0;0.0;0.0;0.0;42424.68;0;NA;NA;NA;NA;0.06;0.0;0.0
2021-06-10;Non-vaccinés;[40,59];22666.33;1746.89;260.51;708.86;39.9;34.23;9.17;7.5;2.7;2.7;7886414.73;40.23;45.78;6.79;33.33;NA;31.23;7.5;2.7
2021-06-10;Primo dose récente;[60,79];1077.26;55.23;5.3;12.72;12.55;3.55;2.79;1.5;0.0;0.0;510638.21;19.29;56.52;100;0;NA;3.55;1.5;0.0
2021-06-10;Primo dose efficace;[60,79];10203.85;524.34;14.69;64.5;4.0;2.0;1.13;0.5;4.11;4.11;4351926.45;30.46;18.83;NA;0;NA;1.0;0.5;3.0
2021-06-10;Primo dose récente;"[80;+]";242.09;17.41;0.06;2.06;1.0;0.0;0.0;0.0;0.0;0.0;74190.48;94.34;0;NA;NA;NA;0.0;0.0;0.0
2021-06-11;Primo dose efficace;[0,19];891.46;36.53;1.2;5.88;0.15;0.1;0.0;0.0;0.0;0.0;203146.54;38.77;16.67;NA;NA;NA;0.1;0.0;0.0
2021-06-11;Non-vaccinés;[20,39];47037.88;3101.96;394.47;1247.89;25.48;19.08;1.67;1.0;0.0;0.0;10225560.69;39.25;39.08;15.8;0;NA;15.08;1.0;0.0
2021-06-11;Complet entre 3 mois et 6 mois - sans rappel;[20,39];596.94;27.05;0.0;2.28;0.25;0.05;0.0;0.0;0.0;0.0;111314.49;NA;NA;0;NA;NA;0.05;0.0;0.0
2021-06-11;Non-vaccinés;[40,59];25912.36;1588.63;245.48;797.1;58.71;42.0;17.67;14.0;5.0;4.0;7741732.65;39.75;43.08;31.79;50;NA;41.0;13.0;4.0
2021-06-11;Primo dose efficace;[40,59];18271.38;677.85;18.06;93.13;5.03;3.83;3.22;2.0;1.0;0.0;5003140.98;42.92;57.68;0;0;NA;2.83;2.0;0.0
2021-06-11;Complet de moins de 3 mois - sans rappel;[40,59];8718.93;296.93;36.37;126.81;5.09;2.0;0.0;0.0;1.0;1.0;2329673.34;32.43;32.51;100;NA;NA;1.0;0.0;1.0
2021-06-11;Primo dose efficace;[60,79];13161.9;455.1;20.85;60.5;3.85;1.85;2.41;1.0;6.54;6.11;4255375.19;49.06;33.33;20;0;100;1.85;1.0;6.0
2021-06-11;Non-vaccinés;"[80;+]";3085.2;207.69;17.64;101.27;31.17;25.2;3.0;2.0;8.16;5.66;825207.69;46.28;79.59;33.33;100;0;24.2;1.0;4.66
2021-06-11;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";2614.44;142.38;1.0;17.9;3.08;1.08;0.0;0.0;4.77;2.77;811563.2;37.64;NA;100;NA;0;1.08;0.0;2.77
2021-06-12;Complet de moins de 3 mois - sans rappel;[0,19];109.09;3.78;1.08;4.28;0.39;0.11;0.0;0.0;0.0;0.0;47160.57;64.1;100;NA;NA;NA;0.11;0.0;0.0
2021-06-12;Non-vaccinés;[20,39];24234.47;1319.63;187.75;626.92;27.57;20.77;4.45;2.78;0.0;0.0;10056579.11;39.72;34.17;14.29;0;NA;14.0;2.78;0.0
2021-06-12;Complet entre 3 mois et 6 mois - sans rappel;[40,59];833.79;21.22;1.9;5.44;0.21;0.01;0.0;0.0;0.0;0.0;433767.03;66.96;71.43;NA;NA;NA;0.0;0.0;0.0
2021-06-12;Complet de moins de 3 mois - avec rappel;[40,59];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-12;Non-vaccinés;[60,79];6365.69;298.59;38.77;141.18;42.87;27.68;18.8;15.8;7.6;6.6;3111303.45;43.4;49.36;26.86;37.5;0;26.68;15.8;6.6
2021-06-12;Primo dose efficace;[60,79];8135.24;264.84;6.35;29.31;6.32;5.32;3.07;1.07;2.4;1.4;4121186.87;51.88;94.12;47.39;NA;0;5.32;1.07;1.4
2021-06-12;Non-vaccinés;"[80;+]";2107.35;145.19;10.41;42.08;23.75;16.0;2.75;2.75;4.6;2.0;818148.18;55.56;42.86;50;100;0;16.0;2.75;1.0
2021-06-12;Primo dose récente;"[80;+]";168.57;15.11;1.07;4.07;1.6;1.0;0.07;0.07;0.0;0.0;70722.18;100;100;100;NA;NA;1.0;0.07;0.0
2021-06-12;Primo dose efficace;"[80;+]";1443.32;84.61;2.03;10.53;2.5;2.5;0.11;0.11;2.3;2.0;594284.23;66.67;100;50;NA;0;2.5;0.11;2.0
2021-06-13;Primo dose efficace;[0,19];103.91;4.32;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;229831.21;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-13;Complet de moins de 3 mois - sans rappel;[0,19];40.91;1.06;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;49319.29;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-13;Non-vaccinés;[20,39];6645.62;375.16;51.42;156.44;25.41;19.75;3.0;3.0;0.0;0.0;9925097.07;37.26;33.23;22.22;NA;NA;16.0;3.0;0.0
2021-06-13;Primo dose récente;[20,39];1211.34;46.82;8.33;17.36;1.0;0.0;0.0;0.0;0.0;0.0;2040294.41;59.1;49.16;NA;NA;NA;0.0;0.0;0.0
2021-06-13;Complet entre 3 mois et 6 mois - sans rappel;[20,39];75.35;3.27;0.0;0.16;0.0;0.0;0.0;0.0;0.0;0.0;116146.84;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-13;Non-vaccinés;[60,79];1979.46;118.04;9.5;67.35;33.44;18.25;9.0;7.0;3.0;2.0;3092209.02;51.23;57.89;53.49;0;0;16.25;7.0;2.0
2021-06-13;Primo dose récente;[60,79];220.47;14.07;1.0;1.2;3.5;0.5;0.0;0.0;0.0;0.0;463914.81;100;100;NA;NA;NA;0.5;0.0;0.0
2021-06-13;Primo dose efficace;[60,79];1932.84;102.24;3.2;11.81;1.44;1.0;4.0;1.0;2.0;1.0;4035072.74;35.9;52.83;NA;0;NA;1.0;1.0;1.0
2021-06-13;Non-vaccinés;"[80;+]";1162.11;103.88;4.81;25.55;13.58;12.58;1.67;1.0;7.84;5.34;814844.81;73.75;100;65.22;100;0;9.58;1.0;5.34
2021-06-13;Complet de moins de 3 mois - sans rappel;"[80;+]";1730.1;119.98;0.07;9.66;2.0;1.0;0.0;0.0;1.83;1.33;1819618.57;100;100;NA;NA;NA;1.0;0.0;0.33
2021-06-13;Complet entre 3 mois et 6 mois - sans rappel;"[80;+]";777.99;60.96;0.0;2.67;2.17;2.17;3.0;1.0;0.11;0.11;841972.27;0;NA;50;NA;0;2.17;0.0;0.11
2021-06-13;Complet de moins de 3 mois - avec rappel;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-14;Non-vaccinés;[0,19];32669.37;4247.01;213.26;839.6;1.93;0.93;0.0;0.0;0.0;0.0;15511505.5;59.33;62.45;0;NA;NA;0.93;0.0;0.0
2021-06-14;Primo dose récente;[0,19];691.4;39.91;4.73;9.63;0.0;0.0;0.0;0.0;0.0;0.0;263687.3;56.17;81.13;NA;NA;NA;0.0;0.0;0.0
2021-06-14;Non-vaccinés;[20,39];39584.49;3267.82;437.34;1161.7;33.29;23.4;4.0;3.0;0.0;0.0;9870568.07;55.88;57.95;57.14;0;NA;20.8;3.0;0.0
2021-06-14;Non-vaccinés;[40,59];24796.97;1697.92;332.74;851.32;55.18;38.93;16.44;12.8;1.0;1.0;7457610.13;54.6;54.56;43.61;25;NA;38.93;12.8;0.0
2021-06-14;Complet de moins de 3 mois - sans rappel;[40,59];10182.12;378.06;56.89;147.34;2.07;1.07;1.27;1.09;0.0;0.0;2508518.3;58.64;48.38;93.46;100;NA;0.07;1.09;0.0
2021-06-14;Complet entre 3 mois et 6 mois - sans rappel;[40,59];1705.14;63.5;0.38;5.33;0.0;0.0;1.02;1.02;0.0;0.0;437290.44;34.09;NA;NA;NA;NA;0.0;1.02;0.0
2021-06-14;Non-vaccinés;[60,79];12098.82;513.93;74.39;299.98;42.3;33.55;13.14;9.5;9.86;9.0;3087641.37;51.76;51.66;50.65;29.82;50;29.55;9.5;9.0
2021-06-14;Primo dose récente;[60,79];1548.23;52.97;1.26;14.02;3.5;2.5;2.09;2.0;0.0;0.0;462599.9;68.5;65.38;50;0;NA;2.5;2.0;0.0
2021-06-15;Complet entre 3 mois et 6 mois - sans rappel;[20,39];490.05;21.65;1.1;3.82;0.14;0.14;0.0;0.0;0.0;0.0;118372.15;100;100;NA;NA;NA;0.14;0.0;0.0
2021-06-15;Primo dose récente;[40,59];3639.29;220.97;19.98;54.04;1.21;0.0;0.0;0.0;0.0;0.0;1722620.34;48.36;58.97;NA;NA;NA;0.0;0.0;0.0
2021-06-15;Primo dose récente;[60,79];1044.57;43.2;2.0;11.61;5.42;4.37;0.0;0.0;0.0;0.0;446764.13;43.3;50;100;NA;NA;3.0;0.0;0.0
2021-06-15;Complet entre 3 mois et 6 mois - sans rappel;[60,79];2569.78;105.16;2.17;7.76;1.11;1.11;0.0;0.0;0.0;0.0;798235.46;47.39;0;100;NA;NA;1.0;0.0;0.0
2021-06-16;Non-vaccinés;[0,19];26324.15;3396.05;130.75;561.91;6.33;4.33;3.0;1.0;0.0;0.0;15447860.83;66.48;59.89;100;NA;NA;3.0;1.0;0.0
2021-06-16;Complet de moins de 3 mois - sans rappel;[0,19];177.12;10.16;5.12;6.87;0.33;0.33;0.0;0.0;0.0;0.0;55043.52;75.34;75.73;100;NA;NA;0.0;0.0;0.0
2021-06-16;Non-vaccinés;[20,39];34741.72;2676.8;275.03;779.56;22.04;14.75;4.5;3.0;0.0;0.0;9634450.6;62.9;59.55;0;0;NA;13.5;3.0;0.0
2021-06-16;Complet de moins de 3 mois - sans rappel;[20,39];5362.54;246.82;12.51;48.58;0.62;0.5;1.0;0.0;0.0;0.0;1175044.72;68;70.18;NA;NA;NA;0.0;0.0;0.0
2021-06-16;Non-vaccinés;[40,59];19426.17;1161.71;171.41;499.84;34.96;25.67;9.0;7.0;2.0;2.0;7279830.75;66.66;64.76;25.15;33.33;NA;24.67;6.0;1.0
2021-06-16;Primo dose récente;[40,59];3835.81;158.47;10.75;39.98;2.3;2.1;0.0;0.0;0.0;0.0;1647181.91;59.9;71.85;0;NA;NA;2.1;0.0;0.0
2021-06-16;Complet de moins de 3 mois - sans rappel;[60,79];14228.43;482.31;10.49;79.38;8.88;4.88;2.0;1.0;2.0;1.0;6054330.66;65.28;70.83;100;NA;NA;3.38;1.0;1.0
2021-06-16;Complet de moins de 3 mois - avec rappel;[60,79];0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;NA;NA;NA;NA;NA;0.0;0.0;0.0
2021-06-17;Primo dose efficace;[20,39];17178.67;584.6;12.95;55.62;0.2;0.0;0.0;0.0;0.14;0.14;3028667.24;43.97;52.63;NA;NA;NA;0.0;0.0;0.14
2021-06-17;Complet entre 3 mois et 6 mois - sans rappel;[20,39];737.18;33.11;1.0;5.0;0.0;0.0;0.0;0.0;0.14;0.14;122968.59;100;100;NA;NA;NA;0.0;0.0;0.14
2021-06-17;Primo dose récente;[40,59];4232.6;174.23;19.77;47.25;1.25;0.2;0.27;0.0;0.0;0.0;1572733.18;72.19;67.42;0;NA;NA;0.2;0.0;0.0
2021-06-17;Primo dose efficace;[40,59];16484.75;623.35;20.85;62.24;1.65;1.0;0.27;0.0;0.0;0.0;5390890.39;67.82;64.44;100;NA;NA;1.0;0.0;0.0
2021-06-17;Complet entre 3 mois et 6 mois - sans rappel;[40,59];1599.77;51.65;5.0;6.27;1.0;1.0;0.0;0.0;0.0;0.0;451196.08;0;0;NA;NA;NA;1.0;0.0;0.0
