reg;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
01;2021-02-01;202;3;0;2229;26;0;0.6;0.0;0.0
01;2021-02-02;205;22;0;2434;48;0;0.6;0.0;0.0
01;2021-02-03;192;3;0;2626;51;0;0.7;0.0;0.0
01;2021-02-04;276;24;0;2902;75;0;0.8;0.0;0.0
01;2021-02-05;251;31;0;3153;106;0;0.8;0.0;0.0
01;2021-02-06;39;1;0;3192;107;0;0.8;0.0;0.0
01;2021-02-07;2;2;0;3194;109;0;0.8;0.0;0.0
01;2021-02-08;205;30;0;3399;139;0;0.9;0.0;0.0
01;2021-02-09;259;25;0;3658;164;0;1.0;0.0;0.0
01;2021-02-10;223;27;0;3881;191;0;1.0;0.1;0.0
01;2021-02-11;246;84;0;4127;275;0;1.1;0.1;0.0
01;2021-02-12;242;33;0;4369;308;0;1.2;0.1;0.0
01;2021-02-13;46;9;0;4415;317;0;1.2;0.1;0.0
01;2021-02-14;18;34;0;4433;351;0;1.2;0.1;0.0
01;2021-02-15;70;49;0;4503;400;0;1.2;0.1;0.0
01;2021-02-16;18;10;0;4521;410;0;1.2;0.1;0.0
01;2021-02-17;16;12;0;4537;422;0;1.2;0.1;0.0
01;2021-02-18;202;18;0;4739;440;0;1.3;0.1;0.0
01;2021-02-19;217;27;0;4956;467;0;1.3;0.1;0.0
01;2021-02-20;45;2;0;5001;469;0;1.3;0.1;0.0
01;2021-02-21;2;0;0;5003;469;0;1.3;0.1;0.0
01;2021-02-22;177;62;0;5180;531;0;1.4;0.1;0.0
01;2021-02-23;191;88;0;5371;619;0;1.4;0.2;0.0
01;2021-02-24;314;117;0;5685;736;0;1.5;0.2;0.0
01;2021-02-25;354;76;0;6039;812;0;1.6;0.2;0.0
01;2021-02-26;217;87;0;6256;899;0;1.7;0.2;0.0
01;2021-02-27;61;1;0;6317;900;0;1.7;0.2;0.0
01;2021-02-28;1;2;0;6318;902;0;1.7;0.2;0.0
01;2021-03-01;157;75;0;6475;977;0;1.7;0.3;0.0
01;2021-03-02;263;117;0;6738;1094;0;1.8;0.3;0.0
01;2021-03-03;228;102;0;6966;1196;0;1.8;0.3;0.0
01;2021-03-04;310;89;0;7276;1285;0;1.9;0.3;0.0
01;2021-03-05;364;124;0;7640;1409;0;2.0;0.4;0.0
01;2021-03-06;569;11;0;8209;1420;0;2.2;0.4;0.0
01;2021-03-07;6;2;0;8215;1422;0;2.2;0.4;0.0
01;2021-03-08;311;113;0;8526;1535;0;2.3;0.4;0.0
01;2021-03-09;384;140;0;8910;1675;0;2.4;0.4;0.0
01;2021-03-10;424;138;0;9334;1813;0;2.5;0.5;0.0
01;2021-03-11;125;43;0;9459;1856;0;2.5;0.5;0.0
01;2021-03-12;481;192;0;9940;2048;0;2.6;0.5;0.0
01;2021-03-13;136;6;0;10076;2054;0;2.7;0.5;0.0
01;2021-03-14;19;20;0;10095;2074;0;2.7;0.6;0.0
01;2021-03-15;389;40;0;10484;2114;0;2.8;0.6;0.0
01;2021-03-16;463;72;0;10947;2186;0;2.9;0.6;0.0
01;2021-03-17;449;85;0;11396;2271;0;3.0;0.6;0.0
01;2021-03-18;549;87;0;11945;2358;0;3.2;0.6;0.0
01;2021-03-19;535;93;0;12480;2451;0;3.3;0.7;0.0
01;2021-03-20;179;28;0;12659;2479;0;3.4;0.7;0.0
01;2021-03-21;11;0;0;12670;2479;0;3.4;0.7;0.0
01;2021-03-22;348;82;0;13018;2561;0;3.5;0.7;0.0
01;2021-03-23;514;153;0;13532;2714;0;3.6;0.7;0.0
01;2021-03-24;455;103;0;13987;2817;0;3.7;0.7;0.0
01;2021-03-25;734;174;0;14721;2991;0;3.9;0.8;0.0
01;2021-03-26;619;114;0;15340;3105;0;4.1;0.8;0.0
01;2021-03-27;302;34;0;15642;3139;0;4.2;0.8;0.0
01;2021-03-28;31;2;0;15673;3141;0;4.2;0.8;0.0
01;2021-03-29;363;83;0;16036;3224;0;4.3;0.9;0.0
01;2021-03-30;590;166;0;16626;3390;0;4.4;0.9;0.0
01;2021-03-31;516;126;0;17142;3516;0;4.5;0.9;0.0
01;2021-04-01;634;199;0;17776;3715;0;4.7;1.0;0.0
01;2021-04-02;76;43;0;17852;3758;0;4.7;1.0;0.0
01;2021-04-03;73;11;0;17925;3769;0;4.8;1.0;0.0
01;2021-04-04;17;18;0;17942;3787;0;4.8;1.0;0.0
01;2021-04-05;24;2;0;17966;3789;0;4.8;1.0;0.0
01;2021-04-06;451;183;0;18417;3972;0;4.9;1.1;0.0
01;2021-04-07;538;123;0;18955;4095;0;5.0;1.1;0.0
01;2021-04-08;510;158;0;19465;4253;0;5.2;1.1;0.0
01;2021-04-09;467;196;0;19932;4449;0;5.3;1.2;0.0
01;2021-04-10;117;13;0;20049;4462;0;5.3;1.2;0.0
01;2021-04-11;15;14;0;20064;4476;0;5.3;1.2;0.0
01;2021-04-12;307;250;0;20371;4726;0;5.4;1.3;0.0
01;2021-04-13;517;307;0;20888;5033;0;5.5;1.3;0.0
01;2021-04-14;455;217;0;21343;5250;0;5.7;1.4;0.0
01;2021-04-15;539;301;0;21882;5551;0;5.8;1.5;0.0
01;2021-04-16;545;265;0;22427;5816;0;6.0;1.5;0.0
01;2021-04-17;230;8;0;22657;5824;0;6.0;1.5;0.0
01;2021-04-18;15;15;0;22672;5839;0;6.0;1.5;0.0
01;2021-04-19;388;229;0;23060;6068;0;6.1;1.6;0.0
01;2021-04-20;686;320;0;23746;6388;0;6.3;1.7;0.0
01;2021-04-21;621;308;0;24367;6696;0;6.5;1.8;0.0
01;2021-04-22;776;322;0;25143;7018;0;6.7;1.9;0.0
01;2021-04-23;799;238;0;25942;7256;0;6.9;1.9;0.0
01;2021-04-24;394;89;0;26336;7345;0;7.0;1.9;0.0
01;2021-04-25;549;55;0;26885;7400;0;7.1;2.0;0.0
01;2021-04-26;924;214;0;27809;7614;0;7.4;2.0;0.0
01;2021-04-27;728;226;0;28537;7840;0;7.6;2.1;0.0
01;2021-04-28;831;275;0;29368;8115;0;7.8;2.2;0.0
01;2021-04-29;1160;202;0;30528;8317;0;8.1;2.2;0.0
01;2021-04-30;1210;191;0;31738;8508;0;8.4;2.3;0.0
01;2021-05-01;583;49;0;32321;8557;0;8.6;2.3;0.0
01;2021-05-02;337;28;0;32658;8585;0;8.7;2.3;0.0
01;2021-05-03;875;213;0;33533;8798;0;8.9;2.3;0.0
01;2021-05-04;917;217;0;34450;9015;0;9.1;2.4;0.0
01;2021-05-05;969;261;0;35419;9276;0;9.4;2.5;0.0
01;2021-05-06;1073;180;0;36492;9456;0;9.7;2.5;0.0
01;2021-05-07;1209;276;0;37701;9732;0;10.0;2.6;0.0
01;2021-05-08;307;48;0;38008;9780;0;10.1;2.6;0.0
01;2021-05-09;182;17;0;38190;9797;0;10.1;2.6;0.0
01;2021-05-10;811;213;0;39001;10010;0;10.3;2.7;0.0
01;2021-05-11;940;294;0;39941;10304;0;10.6;2.7;0.0
01;2021-05-12;891;328;0;40832;10632;0;10.8;2.8;0.0
01;2021-05-13;241;76;0;41073;10708;0;10.9;2.8;0.0
01;2021-05-14;845;279;0;41918;10987;0;11.1;2.9;0.0
01;2021-05-15;467;25;0;42385;11012;0;11.2;2.9;0.0
01;2021-05-16;189;34;0;42574;11046;0;11.3;2.9;0.0
01;2021-05-17;705;272;0;43279;11318;0;11.5;3.0;0.0
01;2021-05-18;714;374;0;43993;11692;0;11.7;3.1;0.0
01;2021-05-19;679;490;0;44672;12182;0;11.9;3.2;0.0
01;2021-05-20;795;368;0;45467;12550;0;12.1;3.3;0.0
01;2021-05-21;809;393;0;46276;12943;0;12.3;3.4;0.0
01;2021-05-22;518;209;0;46794;13152;0;12.4;3.5;0.0
01;2021-05-23;198;105;0;46992;13257;0;12.5;3.5;0.0
01;2021-05-24;216;164;0;47208;13421;0;12.5;3.6;0.0
01;2021-05-25;554;624;0;47762;14045;0;12.7;3.7;0.0
01;2021-05-26;580;449;0;48342;14494;0;12.8;3.8;0.0
01;2021-05-27;162;191;0;48504;14685;0;12.9;3.9;0.0
01;2021-05-28;516;494;0;49020;15179;0;13.0;4.0;0.0
01;2021-05-29;260;155;0;49280;15334;0;13.1;4.1;0.0
01;2021-05-30;84;97;0;49364;15431;0;13.1;4.1;0.0
01;2021-05-31;455;518;0;49819;15949;0;13.2;4.2;0.0
01;2021-06-01;613;679;0;50432;16628;0;13.4;4.4;0.0
01;2021-06-02;606;669;0;51038;17297;0;13.5;4.6;0.0
01;2021-06-03;546;537;0;51584;17834;0;13.7;4.7;0.0
01;2021-06-04;810;768;0;52394;18602;0;13.9;4.9;0.0
01;2021-06-05;329;626;0;52723;19228;0;14.0;5.1;0.0
01;2021-06-06;139;490;0;52862;19718;0;14.0;5.2;0.0
01;2021-06-07;414;741;0;53276;20459;0;14.1;5.4;0.0
01;2021-06-08;477;823;0;53753;21282;0;14.3;5.6;0.0
01;2021-06-09;537;837;0;54290;22119;0;14.4;5.9;0.0
01;2021-06-10;548;829;0;54838;22948;0;14.6;6.1;0.0
01;2021-06-11;483;1181;0;55321;24129;0;14.7;6.4;0.0
01;2021-06-12;322;630;0;55643;24759;0;14.8;6.6;0.0
01;2021-06-13;141;281;0;55784;25040;0;14.8;6.6;0.0
01;2021-06-14;381;3295;0;56165;28335;0;14.9;7.5;0.0
01;2021-06-15;504;1844;0;56669;30179;0;15.0;8.0;0.0
01;2021-06-16;476;1329;0;57145;31508;0;15.2;8.4;0.0
01;2021-06-17;467;942;0;57612;32450;0;15.3;8.6;0.0
01;2021-06-18;491;952;0;58103;33402;0;15.4;8.9;0.0
01;2021-06-19;321;485;0;58424;33887;0;15.5;9.0;0.0
01;2021-06-20;120;231;0;58544;34118;0;15.5;9.1;0.0
01;2021-06-21;352;643;0;58896;34761;0;15.6;9.2;0.0
01;2021-06-22;355;845;0;59251;35606;0;15.7;9.4;0.0
01;2021-06-23;393;846;0;59644;36452;0;15.8;9.7;0.0
01;2021-06-24;430;694;0;60074;37146;0;15.9;9.9;0.0
01;2021-06-25;473;747;0;60547;37893;0;16.1;10.1;0.0
01;2021-06-26;292;476;0;60839;38369;0;16.1;10.2;0.0
01;2021-06-27;121;148;0;60960;38517;0;16.2;10.2;0.0
01;2021-06-28;311;642;0;61271;39159;0;16.3;10.4;0.0
01;2021-06-29;392;751;0;61663;39910;0;16.4;10.6;0.0
01;2021-06-30;451;878;0;62114;40788;0;16.5;10.8;0.0
01;2021-07-01;392;622;0;62506;41410;0;16.6;11.0;0.0
01;2021-07-02;470;667;0;62976;42077;0;16.7;11.2;0.0
01;2021-07-03;272;462;0;63248;42539;0;16.8;11.3;0.0
01;2021-07-04;116;228;0;63364;42767;0;16.8;11.3;0.0
01;2021-07-05;372;487;0;63736;43254;0;16.9;11.5;0.0
01;2021-07-06;428;742;0;64164;43996;0;17.0;11.7;0.0
01;2021-07-07;386;802;0;64550;44798;0;17.1;11.9;0.0
01;2021-07-08;428;762;0;64978;45560;0;17.2;12.1;0.0
01;2021-07-09;441;759;0;65419;46319;0;17.4;12.3;0.0
01;2021-07-10;279;311;0;65698;46630;0;17.4;12.4;0.0
01;2021-07-11;171;137;0;65869;46767;0;17.5;12.4;0.0
01;2021-07-12;471;562;0;66340;47329;0;17.6;12.6;0.0
01;2021-07-13;847;922;0;67187;48251;0;17.8;12.8;0.0
01;2021-07-14;454;282;0;67641;48533;0;17.9;12.9;0.0
01;2021-07-15;826;824;0;68467;49357;0;18.2;13.1;0.0
01;2021-07-16;1035;961;0;69502;50318;0;18.4;13.4;0.0
01;2021-07-17;631;402;0;70133;50720;0;18.6;13.5;0.0
01;2021-07-18;365;207;0;70498;50927;0;18.7;13.5;0.0
01;2021-07-19;552;552;0;71050;51479;0;18.9;13.7;0.0
01;2021-07-20;857;708;0;71907;52187;0;19.1;13.8;0.0
01;2021-07-21;809;545;0;72716;52732;0;19.3;14.0;0.0
01;2021-07-22;970;845;0;73686;53577;0;19.6;14.2;0.0
01;2021-07-23;994;746;0;74680;54323;0;19.8;14.4;0.0
01;2021-07-24;464;395;0;75144;54718;0;19.9;14.5;0.0
01;2021-07-25;269;265;0;75413;54983;0;20.0;14.6;0.0
01;2021-07-26;647;554;0;76060;55537;0;20.2;14.7;0.0
01;2021-07-27;882;595;0;76942;56132;0;20.4;14.9;0.0
01;2021-07-28;806;641;0;77748;56773;0;20.6;15.1;0.0
01;2021-07-29;988;656;0;78736;57429;0;20.9;15.2;0.0
01;2021-07-30;1316;733;0;80052;58162;0;21.2;15.4;0.0
01;2021-07-31;598;427;0;80650;58589;0;21.4;15.5;0.0
01;2021-08-01;310;228;0;80960;58817;0;21.5;15.6;0.0
01;2021-08-02;800;441;0;81760;59258;0;21.7;15.7;0.0
01;2021-08-03;799;676;0;82559;59934;0;21.9;15.9;0.0
01;2021-08-04;741;673;0;83300;60607;0;22.1;16.1;0.0
01;2021-08-05;740;592;0;84040;61199;0;22.3;16.2;0.0
01;2021-08-06;941;663;0;84981;61862;0;22.5;16.4;0.0
01;2021-08-07;481;375;0;85462;62237;0;22.7;16.5;0.0
01;2021-08-08;282;277;0;85744;62514;0;22.8;16.6;0.0
01;2021-08-09;631;586;0;86375;63100;0;22.9;16.7;0.0
01;2021-08-10;782;801;0;87157;63901;0;23.1;17.0;0.0
01;2021-08-11;932;779;0;88089;64680;0;23.4;17.2;0.0
01;2021-08-12;1096;792;0;89185;65472;0;23.7;17.4;0.0
01;2021-08-13;1015;514;0;90200;65986;0;23.9;17.5;0.0
01;2021-08-14;654;650;0;90854;66636;0;24.1;17.7;0.0
01;2021-08-15;443;363;0;91297;66999;0;24.2;17.8;0.0
01;2021-08-16;865;741;0;92162;67740;0;24.5;18.0;0.0
01;2021-08-17;965;882;0;93127;68622;0;24.7;18.2;0.0
01;2021-08-18;1325;983;0;94452;69605;0;25.1;18.5;0.0
01;2021-08-19;1383;916;0;95835;70521;0;25.4;18.7;0.0
01;2021-08-20;1563;1098;0;97398;71619;0;25.8;19.0;0.0
01;2021-08-21;760;554;0;98158;72173;0;26.0;19.2;0.0
01;2021-08-22;371;265;0;98529;72438;0;26.1;19.2;0.0
01;2021-08-23;895;666;0;99424;73104;0;26.4;19.4;0.0
01;2021-08-24;1321;840;0;100745;73944;0;26.7;19.6;0.0
01;2021-08-25;1411;816;0;102156;74760;0;27.1;19.8;0.0
01;2021-08-26;1429;794;0;103585;75554;0;27.5;20.0;0.0
01;2021-08-27;1528;1142;0;105113;76696;0;27.9;20.4;0.0
01;2021-08-28;935;623;0;106048;77319;0;28.1;20.5;0.0
01;2021-08-29;232;249;0;106280;77568;0;28.2;20.6;0.0
01;2021-08-30;981;821;22;107261;78389;22;28.5;20.8;0.0
01;2021-08-31;1277;908;24;108538;79297;46;28.8;21.0;0.0
01;2021-09-01;1217;906;38;109755;80203;84;29.1;21.3;0.0
01;2021-09-02;1165;911;42;110920;81114;126;29.4;21.5;0.0
01;2021-09-03;1050;1149;43;111970;82263;169;29.7;21.8;0.0
01;2021-09-04;608;665;17;112578;82928;186;29.9;22.0;0.0
01;2021-09-05;145;253;5;112723;83181;191;29.9;22.1;0.1
01;2021-09-06;675;719;52;113398;83900;243;30.1;22.3;0.1
01;2021-09-07;704;752;54;114102;84652;297;30.3;22.5;0.1
01;2021-09-08;751;1064;52;114853;85716;349;30.5;22.7;0.1
01;2021-09-09;709;1113;67;115562;86829;416;30.7;23.0;0.1
01;2021-09-10;815;1335;57;116377;88164;473;30.9;23.4;0.1
01;2021-09-11;427;729;16;116804;88893;489;31.0;23.6;0.1
01;2021-09-12;96;365;4;116900;89258;493;31.0;23.7;0.1
01;2021-09-13;398;670;36;117298;89928;529;31.1;23.9;0.1
01;2021-09-14;585;1125;56;117883;91053;585;31.3;24.2;0.2
01;2021-09-15;592;1192;78;118475;92245;663;31.4;24.5;0.2
01;2021-09-16;461;1096;68;118936;93341;731;31.6;24.8;0.2
01;2021-09-17;602;1518;102;119538;94859;833;31.7;25.2;0.2
01;2021-09-18;296;1075;16;119834;95934;849;31.8;25.5;0.2
01;2021-09-19;100;336;8;119934;96270;857;31.8;25.5;0.2
01;2021-09-20;264;968;64;120198;97238;921;31.9;25.8;0.2
01;2021-09-21;317;1178;74;120515;98416;995;32.0;26.1;0.3
01;2021-09-22;403;1228;83;120918;99644;1078;32.1;26.4;0.3
01;2021-09-23;393;1224;74;121311;100868;1152;32.2;26.8;0.3
01;2021-09-24;486;1296;97;121797;102164;1249;32.3;27.1;0.3
01;2021-09-25;271;842;27;122068;103006;1276;32.4;27.3;0.3
01;2021-09-26;77;237;1;122145;103243;1277;32.4;27.4;0.3
01;2021-09-27;269;664;61;122414;103907;1338;32.5;27.6;0.4
01;2021-09-28;269;847;49;122683;104754;1387;32.6;27.8;0.4
01;2021-09-29;344;916;79;123027;105670;1466;32.6;28.0;0.4
01;2021-09-30;370;806;73;123397;106476;1539;32.7;28.3;0.4
01;2021-10-01;461;907;122;123858;107383;1661;32.9;28.5;0.4
01;2021-10-02;418;579;39;124276;107962;1700;33.0;28.6;0.5
01;2021-10-03;75;160;16;124351;108122;1716;33.0;28.7;0.5
01;2021-10-04;310;466;52;124661;108588;1768;33.1;28.8;0.5
01;2021-10-05;369;646;88;125030;109234;1856;33.2;29.0;0.5
01;2021-10-06;395;652;82;125425;109886;1938;33.3;29.2;0.5
01;2021-10-07;386;592;93;125811;110478;2031;33.4;29.3;0.5
01;2021-10-08;470;838;136;126281;111316;2167;33.5;29.5;0.6
01;2021-10-09;349;472;37;126630;111788;2204;33.6;29.7;0.6
01;2021-10-10;76;154;15;126706;111942;2219;33.6;29.7;0.6
01;2021-10-11;281;384;73;126987;112326;2292;33.7;29.8;0.6
01;2021-10-12;339;540;109;127326;112866;2401;33.8;29.9;0.6
01;2021-10-13;431;497;88;127757;113363;2489;33.9;30.1;0.7
01;2021-10-14;392;551;92;128149;113914;2581;34.0;30.2;0.7
01;2021-10-15;519;597;120;128668;114511;2701;34.1;30.4;0.7
01;2021-10-16;288;390;76;128956;114901;2777;34.2;30.5;0.7
01;2021-10-17;70;89;20;129026;114990;2797;34.2;30.5;0.7
01;2021-10-18;212;292;61;129238;115282;2858;34.3;30.6;0.8
01;2021-10-19;275;359;96;129513;115641;2954;34.4;30.7;0.8
01;2021-10-20;296;428;89;129809;116069;3043;34.4;30.8;0.8
01;2021-10-21;291;436;114;130100;116505;3157;34.5;30.9;0.8
01;2021-10-22;386;464;122;130486;116969;3279;34.6;31.0;0.9
01;2021-10-23;183;325;56;130669;117294;3335;34.7;31.1;0.9
01;2021-10-24;65;85;18;130734;117379;3353;34.7;31.1;0.9
01;2021-10-25;167;261;68;130901;117640;3421;34.7;31.2;0.9
01;2021-10-26;246;357;126;131147;117997;3547;34.8;31.3;0.9
01;2021-10-27;286;444;122;131433;118441;3669;34.9;31.4;1.0
01;2021-10-28;245;411;120;131678;118852;3789;34.9;31.5;1.0
01;2021-10-29;365;497;222;132043;119349;4011;35.0;31.7;1.1
01;2021-10-30;197;290;85;132240;119639;4096;35.1;31.7;1.1
01;2021-10-31;60;83;11;132300;119722;4107;35.1;31.8;1.1
01;2021-11-01;60;75;10;132360;119797;4117;35.1;31.8;1.1
01;2021-11-02;112;112;27;132472;119909;4144;35.1;31.8;1.1
01;2021-11-03;296;489;102;132768;120398;4246;35.2;31.9;1.1
01;2021-11-04;288;458;168;133056;120856;4414;35.3;32.1;1.2
01;2021-11-05;304;549;194;133360;121405;4608;35.4;32.2;1.2
01;2021-11-06;208;323;68;133568;121728;4676;35.4;32.3;1.2
01;2021-11-07;60;80;21;133628;121808;4697;35.5;32.3;1.2
01;2021-11-08;207;322;160;133835;122130;4857;35.5;32.4;1.3
01;2021-11-09;271;371;272;134106;122501;5129;35.6;32.5;1.4
01;2021-11-10;277;417;265;134383;122918;5394;35.7;32.6;1.4
01;2021-11-11;64;84;36;134447;123002;5430;35.7;32.6;1.4
01;2021-11-12;386;513;410;134833;123515;5840;35.8;32.8;1.5
01;2021-11-13;199;218;111;135032;123733;5951;35.8;32.8;1.6
01;2021-11-14;62;85;51;135094;123818;6002;35.8;32.9;1.6
01;2021-11-15;157;210;156;135251;124028;6158;35.9;32.9;1.6
01;2021-11-16;192;292;263;135443;124320;6421;35.9;33.0;1.7
01;2021-11-17;234;345;216;135677;124665;6637;36.0;33.1;1.8
01;2021-11-18;217;265;270;135894;124930;6907;36.1;33.1;1.8
01;2021-11-19;79;130;126;135973;125060;7033;36.1;33.2;1.9
01;2021-11-20;87;114;59;136060;125174;7092;36.1;33.2;1.9
01;2021-11-21;24;38;3;136084;125212;7095;36.1;33.2;1.9
01;2021-11-22;44;94;93;136128;125306;7188;36.1;33.2;1.9
01;2021-11-23;83;125;160;136211;125431;7348;36.1;33.3;1.9
01;2021-11-24;79;138;193;136290;125569;7541;36.2;33.3;2.0
01;2021-11-25;110;193;330;136400;125762;7871;36.2;33.4;2.1
01;2021-11-26;148;264;637;136548;126026;8508;36.2;33.4;2.3
01;2021-11-27;75;127;212;136623;126153;8720;36.3;33.5;2.3
01;2021-11-28;9;54;10;136632;126207;8730;36.3;33.5;2.3
01;2021-11-29;83;171;524;136715;126378;9254;36.3;33.5;2.5
01;2021-11-30;103;201;774;136818;126579;10028;36.3;33.6;2.7
01;2021-12-01;140;291;870;136958;126870;10898;36.3;33.7;2.9
01;2021-12-02;146;268;1160;137104;127138;12058;36.4;33.7;3.2
01;2021-12-03;161;347;1169;137265;127485;13227;36.4;33.8;3.5
01;2021-12-04;98;186;645;137363;127671;13872;36.4;33.9;3.7
01;2021-12-05;15;94;169;137378;127765;14041;36.5;33.9;3.7
01;2021-12-06;142;279;939;137520;128044;14980;36.5;34.0;4.0
01;2021-12-07;145;323;1405;137665;128367;16385;36.5;34.1;4.3
01;2021-12-08;184;387;1233;137849;128754;17618;36.6;34.2;4.7
01;2021-12-09;174;320;1411;138023;129074;19029;36.6;34.2;5.0
01;2021-12-10;185;312;1456;138208;129386;20485;36.7;34.3;5.4
01;2021-12-11;125;192;674;138333;129578;21159;36.7;34.4;5.6
01;2021-12-12;38;65;94;138371;129643;21253;36.7;34.4;5.6
01;2021-12-13;98;162;724;138469;129805;21977;36.7;34.4;5.8
01;2021-12-14;140;282;1286;138609;130087;23263;36.8;34.5;6.2
01;2021-12-15;148;240;1297;138757;130327;24560;36.8;34.6;6.5
01;2021-12-16;164;285;1281;138921;130612;25841;36.9;34.7;6.9
01;2021-12-17;201;305;1271;139122;130917;27112;36.9;34.7;7.2
01;2021-12-18;95;145;783;139217;131062;27895;36.9;34.8;7.4
01;2021-12-19;23;32;141;139240;131094;28036;36.9;34.8;7.4
01;2021-12-20;164;164;975;139404;131258;29011;37.0;34.8;7.7
01;2021-12-21;197;205;1208;139601;131463;30219;37.0;34.9;8.0
01;2021-12-22;180;196;957;139781;131659;31176;37.1;34.9;8.3
01;2021-12-23;184;177;795;139965;131836;31971;37.1;35.0;8.5
01;2021-12-24;48;71;277;140013;131907;32248;37.2;35.0;8.6
01;2021-12-25;3;9;4;140016;131916;32252;37.2;35.0;8.6
01;2021-12-26;7;12;49;140023;131928;32301;37.2;35.0;8.6
01;2021-12-27;146;188;924;140169;132116;33225;37.2;35.1;8.8
01;2021-12-28;179;222;1278;140348;132338;34503;37.2;35.1;9.2
01;2021-12-29;221;225;1106;140569;132563;35609;37.3;35.2;9.4
01;2021-12-30;250;264;1065;140819;132827;36674;37.4;35.2;9.7
01;2021-12-31;74;80;351;140893;132907;37025;37.4;35.3;9.8
01;2022-01-01;8;8;11;140901;132915;37036;37.4;35.3;9.8
01;2022-01-02;30;26;62;140931;132941;37098;37.4;35.3;9.8
01;2022-01-03;159;171;947;141090;133112;38045;37.4;35.3;10.1
01;2022-01-04;200;240;1433;141290;133352;39478;37.5;35.4;10.5
01;2022-01-05;171;219;1311;141461;133571;40789;37.5;35.4;10.8
01;2022-01-06;210;229;1446;141671;133800;42235;37.6;35.5;11.2
01;2022-01-07;211;249;1647;141882;134049;43882;37.6;35.6;11.6
01;2022-01-08;177;174;861;142059;134223;44743;37.7;35.6;11.9
01;2022-01-09;36;40;213;142095;134263;44956;37.7;35.6;11.9
01;2022-01-10;150;165;882;142245;134428;45838;37.7;35.7;12.2
01;2022-01-11;218;230;1313;142463;134658;47151;37.8;35.7;12.5
01;2022-01-12;231;238;1236;142694;134896;48387;37.9;35.8;12.8
01;2022-01-13;218;257;1385;142912;135153;49772;37.9;35.9;13.2
01;2022-01-14;230;232;1685;143142;135385;51457;38.0;35.9;13.7
01;2022-01-15;114;121;815;143256;135506;52272;38.0;36.0;13.9
01;2022-01-16;25;25;166;143281;135531;52438;38.0;36.0;13.9
01;2022-01-17;128;162;815;143409;135693;53253;38.1;36.0;14.1
01;2022-01-18;153;184;1042;143562;135877;54295;38.1;36.1;14.4
01;2022-01-19;168;180;856;143730;136057;55151;38.1;36.1;14.6
01;2022-01-20;134;179;838;143864;136236;55989;38.2;36.1;14.9
01;2022-01-21;173;191;1090;144037;136427;57079;38.2;36.2;15.1
01;2022-01-22;118;134;526;144155;136561;57605;38.2;36.2;15.3
01;2022-01-23;36;23;117;144191;136584;57722;38.3;36.2;15.3
