date;region;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;effectif;PCR+_pourcent_omicron;PCR+_sympt_pourcent_omicron;HC_pourcent_omicron;SC_pourcent_omicron
2021-08-04;ARA;Non-vaccinés;10750.56;1644.67;1412.51;750.85;34.5;24.19;15.5;13.0;2838287.53;3.65;2.58;7.04;9.09
2021-08-04;ARA;Complet de moins de 3 mois - sans rappel;8064.58;1066.27;445.29;213.35;12.29;6.24;1.0;1.0;3169248.7;5.23;4.12;0;0
2021-08-04;ARA;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.99;NA;NA;NA;NA
2021-08-04;BFC;Primo dose efficace;886.78;92.99;33.26;16.3;0.0;0.0;0.0;0.0;245951.67;6.63;0;NA;NA
2021-08-04;BFC;Complet entre 3 mois et 6 mois - sans rappel;686.92;95.67;23.37;9.68;1.0;1.0;0.0;0.0;340241.58;17.03;1.27;0;NA
2021-08-04;BRE;Primo dose récente;1251.34;82.97;52.88;30.66;0.0;0.0;0.0;0.0;204525.62;4.35;3.39;NA;NA
2021-08-04;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.9;NA;NA;NA;NA
2021-08-04;CVL;Complet de moins de 3 mois - sans rappel;1755.89;207.28;42.85;19.15;1.0;1.0;0.05;0.0;1057787.26;10.13;0;NA;NA
2021-08-04;CVL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-08-04;HDF;Primo dose efficace;1972.34;150.91;53.06;21.53;0.29;0.2;0.0;0.0;469937.55;2.58;5.09;0;NA
2021-08-04;IDF;Complet de 6 mois et plus - sans rappel;63.92;6.91;0.16;0.0;0.0;0.0;0.0;0.0;11112.83;NA;NA;NA;NA
2021-08-04;LRE;Non-vaccinés;2201.32;359.15;362.4;135.71;13.22;11.5;1.82;1.82;486881.3;8.05;5.14;25.41;0
2021-08-04;MAR;Primo dose récente;55.72;15.14;15.08;10.78;1.39;1.39;0.0;0.0;9728.94;31.6;20;0;NA
2021-08-04;MAY;Non-vaccinés;87.62;9.95;6.0;1.0;0.0;0.0;0.0;0.0;219518.53;0;NA;NA;NA
2021-08-04;NAQ;Primo dose récente;2379.66;240.39;196.64;108.44;0.02;0.02;0.0;0.0;408610.44;5.88;6.27;0;NA
2021-08-04;NAQ;Complet de moins de 3 mois - sans rappel;5797.44;775.94;300.55;144.46;7.22;6.42;0.0;0.0;2472683.76;5.41;4.12;0;NA
2021-08-04;NAQ;Complet de 6 mois et plus - sans rappel;77.57;11.17;3.36;2.13;0.0;0.0;0.0;0.0;14763.26;0;0;NA;NA
2021-08-04;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.96;NA;NA;NA;NA
2021-08-04;NOR;Complet de 6 mois et plus - sans rappel;23.99;1.93;0.38;0.38;0.0;0.0;0.0;0.0;8132.77;0;0;NA;NA
2021-08-04;OCC;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.81;NA;NA;NA;NA
2021-08-04;OCC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.99;NA;NA;NA;NA
2021-08-04;PAC;Complet de moins de 3 mois - sans rappel;7381.23;787.78;566.75;226.63;6.8;6.2;4.88;1.88;1763519.25;2.4;1.12;0;0
2021-08-04;PAC;Complet entre 3 mois et 6 mois - sans rappel;3714.03;270.26;231.87;77.62;10.33;10.33;3.67;2.67;651743.13;3.5;0;10.72;0
2021-08-04;PDL;Complet de moins de 3 mois - sans rappel;2892.98;436.8;134.67;60.44;1.5;1.5;1.0;1.0;1596530.57;3.47;3.53;0;NA
2021-08-04;PDL;Complet entre 3 mois et 6 mois - sans rappel;795.0;101.4;32.69;13.1;1.0;1.0;0.0;0.0;361452.63;7.43;10.04;0;NA
2021-08-05;ARA;Complet de moins de 3 mois - sans rappel;8209.09;953.52;417.68;197.42;16.21;11.85;0.25;0.25;3179023.29;4.04;0.86;14.6;0
2021-08-05;ARA;Complet entre 3 mois et 6 mois - sans rappel;2029.85;269.13;100.34;44.62;11.61;8.67;2.0;2.0;889911.95;2.74;0.13;0;0
2021-08-05;ARA;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.99;NA;NA;NA;NA
2021-08-05;BFC;Non-vaccinés;3456.19;431.4;269.7;149.7;7.0;4.0;1.0;1.0;906939.85;5.06;2.09;0;0
2021-08-05;BFC;Primo dose récente;959.81;81.76;32.92;23.86;2.0;2.0;1.0;1.0;200740.35;3.06;4.19;NA;NA
2021-08-05;BFC;Primo dose efficace;1044.56;83.5;27.19;16.35;0.0;0.0;0.0;0.0;247508.09;9.07;14.98;NA;NA
2021-08-05;BFC;Complet de 6 mois et plus - sans rappel;29.52;5.23;4.0;2.0;0.0;0.0;0.0;0.0;8810.2;0;0;NA;NA
2021-08-05;BRE;Complet de moins de 3 mois - sans rappel;2656.66;372.48;90.88;46.66;1.3;1.0;0.0;0.0;1413357.48;2.78;2.42;NA;NA
2021-08-05;BRE;Complet entre 3 mois et 6 mois - sans rappel;800.92;108.78;16.27;8.7;3.3;1.0;0.0;0.0;367730.32;8.98;0;0;NA
2021-08-05;BRE;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.69;NA;NA;NA;NA
2021-08-05;COR;Non-vaccinés;1434.35;197.09;203.92;80.01;6.0;4.0;2.0;2.0;137017.51;0;0;0;0
2021-08-05;CVL;Primo dose récente;1008.72;56.43;44.46;26.47;1.0;1.0;0.0;0.0;184572.54;5.55;4.77;100;NA
2021-08-05;CVL;Primo dose efficace;881.6;45.65;13.81;4.01;0.0;0.0;0.0;0.0;195834.58;0;0;NA;NA
2021-08-05;CVL;Complet entre 3 mois et 6 mois - sans rappel;494.2;47.34;12.99;4.96;1.0;0.0;0.0;0.0;266783.59;0;0;NA;NA
2021-08-05;CVL;Complet de 6 mois et plus - sans rappel;15.57;1.56;0.11;0.11;0.0;0.0;0.0;0.0;6605.05;0;0;NA;NA
2021-08-05;GES;Non-vaccinés;9128.52;1016.58;755.84;359.07;18.8;16.8;7.5;6.5;1839662.91;4.96;3.03;7.25;0
2021-08-05;GES;Complet de 6 mois et plus - sans rappel;61.98;6.76;1.11;1.11;0.0;0.0;0.0;0.0;15236.44;0;0;NA;NA
2021-08-05;GES;Complet entre 3 mois et 6 mois - avec rappel;0.06;0.03;0.0;0.0;0.0;0.0;0.0;0.0;30.43;NA;NA;NA;NA
2021-08-05;GUA;Non-vaccinés;1813.66;520.21;714.8;392.85;23.36;11.36;10.0;6.0;270486.18;8.49;7.86;23.92;0
2021-08-05;GUA;Complet entre 3 mois et 6 mois - sans rappel;110.86;10.1;10.43;3.67;0.09;0.09;0.0;0.0;12021.78;5.05;0;0;NA
2021-08-05;GUY;Non-vaccinés;533.58;76.15;91.66;44.78;3.47;3.0;3.5;2.0;228295.76;2.51;6.83;0;0
2021-08-05;HDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.96;NA;NA;NA;NA
2021-08-05;IDF;Complet de 6 mois et plus - sans rappel;65.83;9.24;0.29;0.06;0.0;0.0;0.0;0.0;14721.57;0;0;NA;NA
2021-08-05;IDF;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.98;NA;NA;NA;NA
2021-08-05;IDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.96;NA;NA;NA;NA
2021-08-05;LRE;Primo dose efficace;365.79;44.96;17.9;6.77;0.12;0.03;0.0;0.0;68631.24;1.75;3.88;0;NA
2021-08-05;LRE;Complet de moins de 3 mois - sans rappel;1359.56;102.87;56.38;19.74;1.3;0.94;0.18;0.18;201621.91;3.54;4.3;15.96;0
2021-08-05;LRE;Complet entre 3 mois et 6 mois - sans rappel;222.07;16.89;7.35;1.63;0.65;0.38;0.0;0.0;38101.65;0;0;100;NA
2021-08-05;MAR;Non-vaccinés;1115.86;299.3;416.16;199.24;45.27;18.67;8.0;4.0;271618.98;46.34;36.57;43.1;33.33
2021-08-05;MAR;Primo dose récente;54.95;12.39;15.3;9.41;0.0;0.0;0.0;0.0;9535.94;45.21;44.17;NA;NA
2021-08-05;MAR;Complet de moins de 3 mois - sans rappel;223.69;21.34;20.86;6.33;0.4;0.0;0.0;0.0;39110.09;20.86;13.86;NA;NA
2021-08-05;MAR;Complet de 6 mois et plus - sans rappel;1.62;1.21;1.21;1.21;0.0;0.0;0.0;0.0;299.13;0;0;NA;NA
2021-08-05;MAY;Non-vaccinés;144.23;10.22;1.0;1.0;0.0;0.0;0.0;0.0;217720.07;NA;NA;NA;NA
2021-08-05;MAY;Primo dose récente;14.65;0.12;0.0;0.0;0.0;0.0;0.0;0.0;11625.91;NA;NA;NA;NA
2021-08-05;MAY;Complet de moins de 3 mois - sans rappel;174.96;5.33;3.0;1.0;0.0;0.0;0.0;0.0;33553.27;NA;NA;NA;NA
2021-08-05;NAQ;Primo dose récente;3050.87;238.48;208.61;118.58;2.02;2.02;0.0;0.0;419050.6;2.75;2.26;0;NA
2021-08-05;NAQ;Complet entre 3 mois et 6 mois - sans rappel;1899.23;211.66;81.75;28.58;4.14;4.14;0.0;0.0;722942.14;11.83;0;31.85;NA
2021-08-05;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.96;NA;NA;NA;NA
2021-08-05;NOR;Non-vaccinés;3719.42;510.63;348.73;177.63;6.0;6.0;6.0;3.0;963102.67;4.64;3.06;0;0
2021-08-05;NOR;Complet de moins de 3 mois - sans rappel;2312.36;358.16;102.37;50.41;1.0;1.0;0.0;0.0;1388171.95;6.36;0;NA;NA
2021-08-05;NOR;Complet entre 3 mois et 6 mois - sans rappel;836.74;95.5;31.77;13.87;3.0;2.0;0.0;0.0;393256.83;0;0;0;NA
2021-08-05;OCC;Primo dose efficace;3428.0;330.18;184.47;91.25;7.95;7.95;2.0;2.0;480412.65;7.09;5.19;19.3;0
2021-08-05;OCC;Complet de moins de 3 mois - sans rappel;7962.86;1032.07;550.51;261.97;5.38;5.25;4.0;3.0;2286229.75;9.47;5.44;0;0
2021-08-05;PAC;Primo dose efficace;3210.9;243.53;189.36;74.45;5.63;4.16;0.33;0.33;406098.44;4.36;1.95;0;NA
2021-08-05;PDL;Primo dose récente;2503.36;98.54;76.89;39.75;0.0;0.0;0.0;0.0;253558.71;0.88;0;NA;NA
2021-08-05;PDL;Complet de moins de 3 mois - sans rappel;3057.24;358.32;106.03;48.63;1.33;1.33;0.0;0.0;1609649.73;2.11;0;0;NA
2021-08-05;PDL;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.95;NA;NA;NA;NA
2021-08-05;PDL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.87;NA;NA;NA;NA
2021-08-06;ARA;Non-vaccinés;14725.42;1413.92;1299.31;620.83;31.08;28.75;16.16;13.16;2755120.11;4.39;2.92;0;0
2021-08-06;ARA;Primo dose efficace;5926.61;323.74;197.17;82.04;3.0;2.0;0.12;0.12;640939.25;6.17;0.45;0;NA
2021-08-06;ARA;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.99;NA;NA;NA;NA
2021-08-06;BRE;Complet entre 3 mois et 6 mois - sans rappel;875.66;104.94;32.94;16.0;0.7;0.0;0.05;0.0;382995.93;0;0;NA;NA
2021-08-06;COR;Primo dose efficace;495.67;25.99;15.02;3.29;0.0;0.0;0.05;0.05;28513.02;0.56;2.18;NA;NA
2021-08-06;COR;Complet entre 3 mois et 6 mois - sans rappel;371.04;32.71;16.19;2.96;2.0;2.0;0.07;0.07;61228.25;0.17;1.1;0;NA
2021-08-06;CVL;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-08-06;GUA;Primo dose efficace;139.1;24.19;19.47;12.2;0.25;0.05;0.0;0.0;21277.19;0;0;0;NA
2021-08-06;GUA;Complet de moins de 3 mois - sans rappel;413.25;40.69;46.39;26.35;0.3;0.0;0.0;0.0;59121.16;16.42;20.24;NA;NA
2021-08-06;GUA;Complet entre 3 mois et 6 mois - sans rappel;77.71;7.34;6.78;1.78;0.19;0.09;0.0;0.0;12256.43;5.83;0;0;NA
2021-08-06;GUA;Complet de 6 mois et plus - sans rappel;1.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.91;NA;NA;NA;NA
2021-08-06;GUY;Primo dose récente;26.98;3.54;5.74;2.41;0.0;0.0;0.0;0.0;5417.95;0;0;NA;NA
2021-08-06;GUY;Complet de 6 mois et plus - sans rappel;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;NA;NA;NA;NA
2021-08-06;HDF;Complet de moins de 3 mois - sans rappel;4777.85;451.05;179.52;76.43;3.18;3.0;2.33;2.33;2355813.17;6.45;4.59;0;0
2021-08-06;HDF;Complet de 6 mois et plus - sans rappel;41.0;5.44;1.12;0.05;0.0;0.0;0.0;0.0;16152.45;0;0;NA;NA
2021-08-06;IDF;Non-vaccinés;23070.81;1089.65;1822.85;496.97;70.97;51.61;21.67;16.67;4088409.32;3.56;2.64;7.67;0
2021-08-06;IDF;Complet de moins de 3 mois - sans rappel;20894.36;755.97;665.94;172.93;12.13;8.77;1.0;1.0;5096252.86;2.82;1.61;0;NA
2021-08-06;IDF;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.96;NA;NA;NA;NA
2021-08-06;LRE;Complet entre 3 mois et 6 mois - sans rappel;288.61;13.13;4.95;1.37;0.0;0.0;0.0;0.0;39572.98;0;0;NA;NA
2021-08-06;LRE;Complet de 6 mois et plus - sans rappel;1.33;0.16;0.0;0.0;0.0;0.0;0.0;0.0;23.0;NA;NA;NA;NA
2021-08-06;NAQ;Primo dose efficace;3962.52;212.89;98.78;46.32;2.0;2.0;0.0;0.0;511418.11;6.8;6.79;0;NA
2021-08-06;NAQ;Complet entre 3 mois et 6 mois - sans rappel;2072.8;226.24;96.28;26.48;5.0;5.0;0.0;0.0;748829.28;4.48;4.98;20;NA
2021-08-06;NAQ;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.96;NA;NA;NA;NA
2021-08-06;NOR;Non-vaccinés;4832.08;417.81;333.09;159.78;10.0;9.0;5.0;4.0;942852.64;6.75;1.9;0;0
2021-08-06;NOR;Complet entre 3 mois et 6 mois - sans rappel;872.51;95.35;26.11;10.81;4.0;3.0;1.0;1.0;403300.94;5.8;13.06;0;NA
2021-08-06;OCC;Non-vaccinés;16201.96;2257.88;2269.46;1171.93;61.88;47.18;23.57;22.07;2026651.4;7.76;5.28;5.04;5.24
2021-08-06;OCC;Complet entre 3 mois et 6 mois - sans rappel;4002.56;316.86;169.69;69.99;10.16;7.56;1.03;1.03;698175.11;7.61;2;13.23;0
2021-08-06;PAC;Complet de moins de 3 mois - sans rappel;8475.69;648.1;519.03;204.97;14.71;11.44;7.8;1.0;1766728.71;1.02;0.69;17.92;0
2021-08-06;PDL;Complet de moins de 3 mois - sans rappel;3412.4;332.38;118.08;50.9;0.0;0.0;0.0;0.0;1620713.89;1.48;2.67;NA;NA
2021-08-06;PDL;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.95;NA;NA;NA;NA
2021-08-07;ARA;Primo dose efficace;3050.97;124.71;86.28;27.46;0.34;0.34;0.0;0.0;650215.24;9.28;8.25;NA;NA
2021-08-07;ARA;Complet entre 3 mois et 6 mois - sans rappel;1367.06;122.72;57.32;24.58;9.53;5.39;0.0;0.0;948700.37;1.33;0.61;0;NA
2021-08-07;BFC;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NA;NA;NA;NA
2021-08-07;BRE;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.89;NA;NA;NA;NA
2021-08-07;COR;Primo dose récente;120.99;13.55;9.0;5.03;0.11;0.11;0.0;0.0;19708.69;0;0;0;NA
2021-08-07;COR;Complet entre 3 mois et 6 mois - sans rappel;185.59;12.36;18.38;6.72;2.37;2.37;0.0;0.0;62789.56;0;0;0;NA
2021-08-07;COR;Complet de 6 mois et plus - sans rappel;6.09;2.0;3.06;2.0;0.0;0.0;0.0;0.0;1541.34;0;0;NA;NA
2021-08-07;CVL;Complet entre 3 mois et 6 mois - sans rappel;364.3;24.18;11.3;6.25;0.0;0.0;1.0;1.0;285283.79;3.01;0;NA;0
2021-08-07;CVL;Complet de 6 mois et plus - sans rappel;12.53;1.26;1.0;1.0;0.0;0.0;0.0;0.0;9478.26;0;0;NA;NA
2021-08-07;GES;Complet de moins de 3 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.79;NA;NA;NA;NA
2021-08-07;GUA;Complet de moins de 3 mois - sans rappel;147.02;10.5;12.65;7.74;0.55;0.0;0.0;0.0;59633.64;0;0;NA;NA
2021-08-07;GUY;Complet de moins de 3 mois - sans rappel;86.28;5.0;4.59;2.52;0.24;0.0;0.0;0.0;34732.57;0;0;NA;NA
2021-08-07;HDF;Complet entre 3 mois et 6 mois - sans rappel;1062.84;91.8;43.52;16.8;3.79;3.25;3.5;2.0;696055.41;8.46;0;0;0
2021-08-07;IDF;Complet de moins de 3 mois - sans rappel;12655.0;310.31;366.96;78.45;14.54;12.65;1.0;1.0;5123455.42;4.04;9.69;9.92;0
2021-08-07;IDF;Complet de 6 mois et plus - sans rappel;55.21;4.42;3.34;0.06;0.0;0.0;0.0;0.0;23311.58;0;0;NA;NA
2021-08-07;IDF;Complet entre 3 mois et 6 mois - avec rappel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.98;NA;NA;NA;NA
2021-08-07;LRE;Non-vaccinés;1396.45;171.91;182.63;64.78;10.0;9.0;3.0;2.0;473280.08;4.87;2.03;0;0
2021-08-07;LRE;Primo dose récente;193.0;22.15;20.49;8.34;1.0;0.0;0.0;0.0;59497.3;2.72;0;NA;NA
2021-08-07;MAR;Primo dose efficace;36.43;3.48;2.27;1.71;0.0;0.0;0.0;0.0;17121.48;11.27;14.04;NA;NA
