dep;jour;n_dose1;n_complet;n_cum_dose1;n_cum_complet;couv_dose1;couv_complet
09;2021-04-25;72;113;42456;16851;27.9;11.1
09;2021-04-26;383;539;42839;17390;28.1;11.4
09;2021-04-27;443;725;43282;18115;28.4;11.9
09;2021-04-28;805;793;44087;18908;28.9;12.4
09;2021-04-29;549;772;44636;19680;29.3;12.9
09;2021-04-30;622;721;45258;20401;29.7;13.4
09;2021-05-01;478;455;45736;20856;30.0;13.7
09;2021-05-02;50;100;45786;20956;30.0;13.8
09;2021-05-03;520;667;46306;21623;30.4;14.2
09;2021-05-04;554;1347;46860;22970;30.7;15.1
09;2021-05-05;823;1344;47683;24314;31.3;16.0
09;2021-05-06;846;1029;48529;25343;31.8;16.6
09;2021-05-07;978;825;49507;26168;32.5;17.2
09;2021-05-08;391;462;49898;26630;32.7;17.5
09;2021-05-09;264;84;50162;26714;32.9;17.5
09;2021-05-10;505;966;50667;27680;33.2;18.2
09;2021-05-11;740;1050;51407;28730;33.7;18.9
09;2021-05-12;1529;1402;52936;30132;34.7;19.8
09;2021-05-13;1382;425;54318;30557;35.6;20.1
09;2021-05-14;980;694;55298;31251;36.3;20.5
09;2021-05-15;1235;789;56533;32040;37.1;21.0
09;2021-05-16;294;45;56827;32085;37.3;21.1
09;2021-05-17;874;413;57701;32498;37.9;21.3
09;2021-05-18;1285;399;58986;32897;38.7;21.6
09;2021-05-19;1489;362;60475;33259;39.7;21.8
09;2021-05-20;1373;405;61848;33664;40.6;22.1
09;2021-05-21;1159;492;63007;34156;41.3;22.4
09;2021-05-22;1545;364;64552;34520;42.4;22.7
09;2021-05-23;271;25;64823;34545;42.5;22.7
09;2021-05-24;177;90;65000;34635;42.7;22.7
09;2021-05-25;996;487;65996;35122;43.3;23.0
09;2021-05-26;1272;440;67268;35562;44.1;23.3
09;2021-05-27;960;398;68228;35960;44.8;23.6
09;2021-05-28;958;503;69186;36463;45.4;23.9
09;2021-05-29;1154;566;70340;37029;46.2;24.3
09;2021-05-30;73;167;70413;37196;46.2;24.4
09;2021-05-31;713;588;71126;37784;46.7;24.8
09;2021-06-01;964;639;72090;38423;47.3;25.2
09;2021-06-02;992;889;73082;39312;48.0;25.8
09;2021-06-03;804;679;73886;39991;48.5;26.2
09;2021-06-04;871;798;74757;40789;49.1;26.8
09;2021-06-05;1108;851;75865;41640;49.8;27.3
09;2021-06-06;77;83;75942;41723;49.8;27.4
09;2021-06-07;623;506;76565;42229;50.2;27.7
09;2021-06-08;823;488;77388;42717;50.8;28.0
09;2021-06-09;808;829;78196;43546;51.3;28.6
09;2021-06-10;625;530;78821;44076;51.7;28.9
09;2021-06-11;823;758;79644;44834;52.3;29.4
09;2021-06-12;624;804;80268;45638;52.7;29.9
09;2021-06-13;92;131;80360;45769;52.7;30.0
09;2021-06-14;618;705;80978;46474;53.1;30.5
09;2021-06-15;811;888;81789;47362;53.7;31.1
09;2021-06-16;620;1144;82409;48506;54.1;31.8
09;2021-06-17;767;857;83176;49363;54.6;32.4
09;2021-06-18;631;1150;83807;50513;55.0;33.1
09;2021-06-19;512;1575;84319;52088;55.3;34.2
09;2021-06-20;5;279;84324;52367;55.3;34.4
09;2021-06-21;467;698;84791;53065;55.6;34.8
10;2020-12-27;0;0;0;0;0.0;0.0
10;2020-12-28;0;0;0;0;0.0;0.0
10;2020-12-29;0;0;0;0;0.0;0.0
10;2020-12-30;0;0;0;0;0.0;0.0
10;2020-12-31;0;0;0;0;0.0;0.0
10;2021-01-01;0;0;0;0;0.0;0.0
10;2021-01-02;0;0;0;0;0.0;0.0
10;2021-01-03;0;0;0;0;0.0;0.0
10;2021-01-04;0;0;0;0;0.0;0.0
10;2021-01-05;1;0;1;0;0.0;0.0
10;2021-01-06;0;0;1;0;0.0;0.0
10;2021-01-07;84;0;85;0;0.0;0.0
10;2021-01-08;254;0;339;0;0.1;0.0
10;2021-01-09;0;0;339;0;0.1;0.0
10;2021-01-10;0;0;339;0;0.1;0.0
10;2021-01-11;117;0;456;0;0.1;0.0
10;2021-01-12;191;0;647;0;0.2;0.0
10;2021-01-13;314;0;961;0;0.3;0.0
10;2021-01-14;389;7;1350;7;0.4;0.0
10;2021-01-15;359;2;1709;9;0.6;0.0
10;2021-01-16;55;0;1764;9;0.6;0.0
10;2021-01-17;0;0;1764;9;0.6;0.0
10;2021-01-18;699;1;2463;10;0.8;0.0
10;2021-01-19;1345;1;3808;11;1.2;0.0
10;2021-01-20;1048;2;4856;13;1.6;0.0
10;2021-01-21;1141;0;5997;13;1.9;0.0
10;2021-01-22;818;0;6815;13;2.2;0.0
10;2021-01-23;309;0;7124;13;2.3;0.0
10;2021-01-24;0;0;7124;13;2.3;0.0
10;2021-01-25;445;9;7569;22;2.4;0.0
10;2021-01-26;487;16;8056;38;2.6;0.0
10;2021-01-27;459;15;8515;53;2.7;0.0
10;2021-01-28;357;48;8872;101;2.9;0.0
10;2021-01-29;430;195;9302;296;3.0;0.1
10;2021-01-30;30;0;9332;296;3.0;0.1
10;2021-01-31;0;0;9332;296;3.0;0.1
10;2021-02-01;404;141;9736;437;3.1;0.1
10;2021-02-02;181;153;9917;590;3.2;0.2
10;2021-02-03;341;217;10258;807;3.3;0.3
10;2021-02-04;341;271;10599;1078;3.4;0.3
10;2021-02-05;327;322;10926;1400;3.5;0.5
10;2021-02-06;3;35;10929;1435;3.5;0.5
10;2021-02-07;0;0;10929;1435;3.5;0.5
10;2021-02-08;190;411;11119;1846;3.6;0.6
10;2021-02-09;477;585;11596;2431;3.7;0.8
10;2021-02-10;666;474;12262;2905;4.0;0.9
10;2021-02-11;754;596;13016;3501;4.2;1.1
10;2021-02-12;579;549;13595;4050;4.4;1.3
10;2021-02-13;36;120;13631;4170;4.4;1.3
10;2021-02-14;0;0;13631;4170;4.4;1.3
10;2021-02-15;142;450;13773;4620;4.4;1.5
10;2021-02-16;117;547;13890;5167;4.5;1.7
10;2021-02-17;129;604;14019;5771;4.5;1.9
10;2021-02-18;216;556;14235;6327;4.6;2.0
10;2021-02-19;187;472;14422;6799;4.7;2.2
10;2021-02-20;24;184;14446;6983;4.7;2.3
10;2021-02-21;0;0;14446;6983;4.7;2.3
10;2021-02-22;77;452;14523;7435;4.7;2.4
10;2021-02-23;76;564;14599;7999;4.7;2.6
10;2021-02-24;96;378;14695;8377;4.7;2.7
10;2021-02-25;317;372;15012;8749;4.8;2.8
10;2021-02-26;348;273;15360;9022;5.0;2.9
10;2021-02-27;273;128;15633;9150;5.0;3.0
10;2021-02-28;0;0;15633;9150;5.0;3.0
10;2021-03-01;257;335;15890;9485;5.1;3.1
10;2021-03-02;435;367;16325;9852;5.3;3.2
10;2021-03-03;440;583;16765;10435;5.4;3.4
10;2021-03-04;628;492;17393;10927;5.6;3.5
10;2021-03-05;674;247;18067;11174;5.8;3.6
10;2021-03-06;940;37;19007;11211;6.1;3.6
10;2021-03-07;769;2;19776;11213;6.4;3.6
10;2021-03-08;493;445;20269;11658;6.5;3.8
10;2021-03-09;669;429;20938;12087;6.8;3.9
10;2021-03-10;657;354;21595;12441;7.0;4.0
10;2021-03-11;1162;225;22757;12666;7.3;4.1
10;2021-03-12;1322;226;24079;12892;7.8;4.2
10;2021-03-13;889;28;24968;12920;8.1;4.2
10;2021-03-14;1382;7;26350;12927;8.5;4.2
10;2021-03-15;812;78;27162;13005;8.8;4.2
10;2021-03-16;684;58;27846;13063;9.0;4.2
10;2021-03-17;830;55;28676;13118;9.3;4.2
10;2021-03-18;885;72;29561;13190;9.5;4.3
10;2021-03-19;951;65;30512;13255;9.8;4.3
10;2021-03-20;552;10;31064;13265;10.0;4.3
10;2021-03-21;1844;15;32908;13280;10.6;4.3
10;2021-03-22;879;61;33787;13341;10.9;4.3
10;2021-03-23;1245;85;35032;13426;11.3;4.3
10;2021-03-24;1307;38;36339;13464;11.7;4.3
10;2021-03-25;1677;210;38016;13674;12.3;4.4
10;2021-03-26;1429;108;39445;13782;12.7;4.4
10;2021-03-27;762;78;40207;13860;13.0;4.5
10;2021-03-28;1220;17;41427;13877;13.4;4.5
10;2021-03-29;646;303;42073;14180;13.6;4.6
10;2021-03-30;882;371;42955;14551;13.9;4.7
10;2021-03-31;614;360;43569;14911;14.1;4.8
10;2021-04-01;873;682;44442;15593;14.3;5.0
10;2021-04-02;1066;573;45508;16166;14.7;5.2
10;2021-04-03;539;609;46047;16775;14.9;5.4
10;2021-04-04;1823;241;47870;17016;15.4;5.5
10;2021-04-05;1842;18;49712;17034;16.0;5.5
10;2021-04-06;511;650;50223;17684;16.2;5.7
10;2021-04-07;589;540;50812;18224;16.4;5.9
10;2021-04-08;1048;595;51860;18819;16.7;6.1
10;2021-04-09;1125;607;52985;19426;17.1;6.3
10;2021-04-10;1769;348;54754;19774;17.7;6.4
10;2021-04-11;55;1230;54809;21004;17.7;6.8
10;2021-04-12;1004;806;55813;21810;18.0;7.0
10;2021-04-13;1501;871;57314;22681;18.5;7.3
10;2021-04-14;792;594;58106;23275;18.7;7.5
10;2021-04-15;1400;884;59506;24159;19.2;7.8
10;2021-04-16;1103;698;60609;24857;19.6;8.0
10;2021-04-17;2389;343;62998;25200;20.3;8.1
10;2021-04-18;1420;1783;64418;26983;20.8;8.7
10;2021-04-19;835;830;65253;27813;21.1;9.0
10;2021-04-20;544;1039;65797;28852;21.2;9.3
10;2021-04-21;628;985;66425;29837;21.4;9.6
10;2021-04-22;923;964;67348;30801;21.7;9.9
10;2021-04-23;2169;769;69517;31570;22.4;10.2
10;2021-04-24;2294;361;71811;31931;23.2;10.3
10;2021-04-25;1990;1212;73801;33143;23.8;10.7
10;2021-04-26;769;614;74570;33757;24.1;10.9
10;2021-04-27;890;529;75460;34286;24.3;11.1
10;2021-04-28;866;401;76326;34687;24.6;11.2
10;2021-04-29;1426;669;77752;35356;25.1;11.4
10;2021-04-30;2158;751;79910;36107;25.8;11.7
10;2021-05-01;1985;2162;81895;38269;26.4;12.3
10;2021-05-02;1949;1891;83844;40160;27.1;13.0
10;2021-05-03;621;445;84465;40605;27.3;13.1
10;2021-05-04;1137;1239;85602;41844;27.6;13.5
10;2021-05-05;1749;1013;87351;42857;28.2;13.8
10;2021-05-06;2250;928;89601;43785;28.9;14.1
10;2021-05-07;2209;1124;91810;44909;29.6;14.5
10;2021-05-08;2256;841;94066;45750;30.4;14.8
10;2021-05-09;2004;99;96070;45849;31.0;14.8
10;2021-05-10;525;1092;96595;46941;31.2;15.1
10;2021-05-11;1050;1009;97645;47950;31.5;15.5
10;2021-05-12;2046;876;99691;48826;32.2;15.8
10;2021-05-13;2181;423;101872;49249;32.9;15.9
10;2021-05-14;2728;645;104600;49894;33.8;16.1
10;2021-05-15;2424;2020;107024;51914;34.5;16.8
10;2021-05-16;2079;1443;109103;53357;35.2;17.2
10;2021-05-17;1447;433;110550;53790;35.7;17.4
10;2021-05-18;2501;621;113051;54411;36.5;17.6
10;2021-05-19;1548;630;114599;55041;37.0;17.8
10;2021-05-20;1884;829;116483;55870;37.6;18.0
10;2021-05-21;2314;604;118797;56474;38.3;18.2
10;2021-05-22;2178;418;120975;56892;39.0;18.4
10;2021-05-23;1817;137;122792;57029;39.6;18.4
10;2021-05-24;1965;171;124757;57200;40.3;18.5
10;2021-05-25;2192;482;126949;57682;41.0;18.6
10;2021-05-26;1638;413;128587;58095;41.5;18.7
10;2021-05-27;1659;752;130246;58847;42.0;19.0
10;2021-05-28;1715;1180;131961;60027;42.6;19.4
10;2021-05-29;2167;629;134128;60656;43.3;19.6
10;2021-05-30;1025;132;135153;60788;43.6;19.6
10;2021-05-31;1032;742;136185;61530;43.9;19.9
10;2021-06-01;1129;885;137314;62415;44.3;20.1
10;2021-06-02;1013;709;138327;63124;44.6;20.4
10;2021-06-03;1462;1069;139789;64193;45.1;20.7
10;2021-06-04;1763;2599;141552;66792;45.7;21.6
10;2021-06-05;1501;2438;143053;69230;46.2;22.3
10;2021-06-06;1001;1866;144054;71096;46.5;22.9
10;2021-06-07;693;1116;144747;72212;46.7;23.3
10;2021-06-08;895;1170;145642;73382;47.0;23.7
10;2021-06-09;848;909;146490;74291;47.3;24.0
10;2021-06-10;669;1067;147159;75358;47.5;24.3
10;2021-06-11;1197;2208;148356;77566;47.9;25.0
10;2021-06-12;842;2387;149198;79953;48.1;25.8
10;2021-06-13;400;1837;149598;81790;48.3;26.4
10;2021-06-14;533;738;150131;82528;48.4;26.6
10;2021-06-15;736;2131;150867;84659;48.7;27.3
10;2021-06-16;734;1857;151601;86516;48.9;27.9
10;2021-06-17;842;2466;152443;88982;49.2;28.7
10;2021-06-18;1027;2466;153470;91448;49.5;29.5
10;2021-06-19;976;2596;154446;94044;49.8;30.3
10;2021-06-20;546;1597;154992;95641;50.0;30.9
10;2021-06-21;672;1043;155664;96684;50.2;31.2
11;2020-12-27;0;0;0;0;0.0;0.0
11;2020-12-28;0;0;0;0;0.0;0.0
11;2020-12-29;0;0;0;0;0.0;0.0
11;2020-12-30;0;0;0;0;0.0;0.0
11;2020-12-31;0;0;0;0;0.0;0.0
11;2021-01-01;0;0;0;0;0.0;0.0
11;2021-01-02;2;0;2;0;0.0;0.0
11;2021-01-03;0;0;2;0;0.0;0.0
11;2021-01-04;0;0;2;0;0.0;0.0
11;2021-01-05;94;0;96;0;0.0;0.0
11;2021-01-06;25;0;121;0;0.0;0.0
11;2021-01-07;109;0;230;0;0.1;0.0
11;2021-01-08;90;0;320;0;0.1;0.0
11;2021-01-09;86;0;406;0;0.1;0.0
11;2021-01-10;66;0;472;0;0.1;0.0
11;2021-01-11;136;0;608;0;0.2;0.0
11;2021-01-12;543;2;1151;2;0.3;0.0
11;2021-01-13;410;0;1561;2;0.4;0.0
11;2021-01-14;633;5;2194;7;0.6;0.0
11;2021-01-15;342;4;2536;11;0.7;0.0
11;2021-01-16;77;1;2613;12;0.7;0.0
11;2021-01-17;46;1;2659;13;0.7;0.0
11;2021-01-18;387;0;3046;13;0.8;0.0
11;2021-01-19;515;2;3561;15;1.0;0.0
11;2021-01-20;677;5;4238;20;1.1;0.0
11;2021-01-21;639;2;4877;22;1.3;0.0
11;2021-01-22;524;0;5401;22;1.4;0.0
11;2021-01-23;151;0;5552;22;1.5;0.0
11;2021-01-24;139;0;5691;22;1.5;0.0
11;2021-01-25;372;20;6063;42;1.6;0.0
11;2021-01-26;828;84;6891;126;1.8;0.0
11;2021-01-27;786;23;7677;149;2.1;0.0
11;2021-01-28;635;61;8312;210;2.2;0.1
11;2021-01-29;425;124;8737;334;2.3;0.1
11;2021-01-30;124;0;8861;334;2.4;0.1
11;2021-01-31;71;0;8932;334;2.4;0.1
11;2021-02-01;342;194;9274;528;2.5;0.1
11;2021-02-02;402;407;9676;935;2.6;0.3
11;2021-02-03;386;352;10062;1287;2.7;0.3
11;2021-02-04;363;497;10425;1784;2.8;0.5
11;2021-02-05;303;337;10728;2121;2.9;0.6
11;2021-02-06;202;61;10930;2182;2.9;0.6
11;2021-02-07;108;13;11038;2195;3.0;0.6
11;2021-02-08;308;160;11346;2355;3.0;0.6
11;2021-02-09;287;280;11633;2635;3.1;0.7
11;2021-02-10;325;447;11958;3082;3.2;0.8
11;2021-02-11;605;631;12563;3713;3.4;1.0
11;2021-02-12;396;376;12959;4089;3.5;1.1
11;2021-02-13;191;119;13150;4208;3.5;1.1
11;2021-02-14;64;27;13214;4235;3.5;1.1
11;2021-02-15;236;208;13450;4443;3.6;1.2
11;2021-02-16;261;513;13711;4956;3.7;1.3
11;2021-02-17;452;622;14163;5578;3.8;1.5
11;2021-02-18;455;576;14618;6154;3.9;1.7
11;2021-02-19;300;537;14918;6691;4.0;1.8
11;2021-02-20;146;75;15064;6766;4.0;1.8
11;2021-02-21;54;45;15118;6811;4.1;1.8
11;2021-02-22;118;334;15236;7145;4.1;1.9
11;2021-02-23;282;324;15518;7469;4.2;2.0
11;2021-02-24;250;391;15768;7860;4.2;2.1
11;2021-02-25;558;340;16326;8200;4.4;2.2
11;2021-02-26;521;322;16847;8522;4.5;2.3
11;2021-02-27;318;98;17165;8620;4.6;2.3
11;2021-02-28;95;24;17260;8644;4.6;2.3
11;2021-03-01;337;319;17597;8963;4.7;2.4
11;2021-03-02;563;387;18160;9350;4.9;2.5
11;2021-03-03;598;434;18758;9784;5.0;2.6
11;2021-03-04;1075;404;19833;10188;5.3;2.7
11;2021-03-05;1000;403;20833;10591;5.6;2.8
11;2021-03-06;1092;196;21925;10787;5.9;2.9
11;2021-03-07;657;31;22582;10818;6.1;2.9
11;2021-03-08;382;349;22964;11167;6.2;3.0
11;2021-03-09;990;394;23954;11561;6.4;3.1
11;2021-03-10;1168;545;25122;12106;6.7;3.2
11;2021-03-11;1564;437;26686;12543;7.2;3.4
11;2021-03-12;1450;432;28136;12975;7.5;3.5
11;2021-03-13;1137;229;29273;13204;7.9;3.5
11;2021-03-14;524;47;29797;13251;8.0;3.6
11;2021-03-15;649;241;30446;13492;8.2;3.6
11;2021-03-16;851;198;31297;13690;8.4;3.7
11;2021-03-17;906;220;32203;13910;8.6;3.7
11;2021-03-18;1174;286;33377;14196;9.0;3.8
11;2021-03-19;1365;237;34742;14433;9.3;3.9
11;2021-03-20;783;163;35525;14596;9.5;3.9
11;2021-03-21;225;65;35750;14661;9.6;3.9
11;2021-03-22;806;211;36556;14872;9.8;4.0
11;2021-03-23;1795;388;38351;15260;10.3;4.1
11;2021-03-24;1825;310;40176;15570;10.8;4.2
11;2021-03-25;2186;365;42362;15935;11.4;4.3
11;2021-03-26;2120;436;44482;16371;11.9;4.4
11;2021-03-27;1175;145;45657;16516;12.3;4.4
11;2021-03-28;264;41;45921;16557;12.3;4.4
11;2021-03-29;1179;215;47100;16772;12.6;4.5
11;2021-03-30;1988;313;49088;17085;13.2;4.6
11;2021-03-31;1600;377;50688;17462;13.6;4.7
11;2021-04-01;2143;419;52831;17881;14.2;4.8
11;2021-04-02;1636;423;54467;18304;14.6;4.9
11;2021-04-03;716;141;55183;18445;14.8;4.9
11;2021-04-04;197;73;55380;18518;14.9;5.0
11;2021-04-05;257;4;55637;18522;14.9;5.0
11;2021-04-06;1568;539;57205;19061;15.3;5.1
11;2021-04-07;1759;570;58964;19631;15.8;5.3
11;2021-04-08;1782;683;60746;20314;16.3;5.5
11;2021-04-09;2249;588;62995;20902;16.9;5.6
11;2021-04-10;1166;168;64161;21070;17.2;5.7
11;2021-04-11;544;106;64705;21176;17.4;5.7
11;2021-04-12;1608;518;66313;21694;17.8;5.8
11;2021-04-13;2250;876;68563;22570;18.4;6.1
11;2021-04-14;1647;1005;70210;23575;18.8;6.3
11;2021-04-15;1835;1124;72045;24699;19.3;6.6
11;2021-04-16;1828;841;73873;25540;19.8;6.9
11;2021-04-17;1771;556;75644;26096;20.3;7.0
11;2021-04-18;114;153;75758;26249;20.3;7.0
11;2021-04-19;1377;733;77135;26982;20.7;7.2
11;2021-04-20;1719;1276;78854;28258;21.2;7.6
11;2021-04-21;1778;1304;80632;29562;21.6;7.9
11;2021-04-22;1744;1319;82376;30881;22.1;8.3
11;2021-04-23;1997;1215;84373;32096;22.6;8.6
11;2021-04-24;1731;462;86104;32558;23.1;8.7
11;2021-04-25;658;177;86762;32735;23.3;8.8
11;2021-04-26;1372;829;88134;33564;23.6;9.0
11;2021-04-27;1825;1537;89959;35101;24.1;9.4
11;2021-04-28;1994;1455;91953;36556;24.7;9.8
11;2021-04-29;2240;1629;94193;38185;25.3;10.2
11;2021-04-30;2141;1413;96334;39598;25.8;10.6
11;2021-05-01;1335;340;97669;39938;26.2;10.7
11;2021-05-02;582;336;98251;40274;26.4;10.8
11;2021-05-03;1486;734;99737;41008;26.8;11.0
11;2021-05-04;1866;1424;101603;42432;27.3;11.4
11;2021-05-05;1887;1425;103490;43857;27.8;11.8
11;2021-05-06;2183;1467;105673;45324;28.4;12.2
11;2021-05-07;2096;1553;107769;46877;28.9;12.6
11;2021-05-08;889;721;108658;47598;29.2;12.8
11;2021-05-09;628;545;109286;48143;29.3;12.9
11;2021-05-10;1321;1652;110607;49795;29.7;13.4
11;2021-05-11;2026;1861;112633;51656;30.2;13.9
11;2021-05-12;1822;1632;114455;53288;30.7;14.3
11;2021-05-13;1395;410;115850;53698;31.1;14.4
11;2021-05-14;1704;1181;117554;54879;31.5;14.7
11;2021-05-15;1150;897;118704;55776;31.8;15.0
11;2021-05-16;802;161;119506;55937;32.1;15.0
11;2021-05-17;1463;1049;120969;56986;32.5;15.3
11;2021-05-18;1893;1194;122862;58180;33.0;15.6
11;2021-05-19;1827;1117;124689;59297;33.5;15.9
11;2021-05-20;1958;1085;126647;60382;34.0;16.2
11;2021-05-21;2256;1078;128903;61460;34.6;16.5
11;2021-05-22;1480;723;130383;62183;35.0;16.7
11;2021-05-23;760;65;131143;62248;35.2;16.7
11;2021-05-24;1407;223;132550;62471;35.6;16.8
11;2021-05-25;1795;1350;134345;63821;36.0;17.1
11;2021-05-26;1884;1302;136229;65123;36.6;17.5
11;2021-05-27;1973;1723;138202;66846;37.1;17.9
11;2021-05-28;1745;1877;139947;68723;37.5;18.4
11;2021-05-29;1421;1595;141368;70318;37.9;18.9
11;2021-05-30;483;395;141851;70713;38.1;19.0
11;2021-05-31;1242;1623;143093;72336;38.4;19.4
11;2021-06-01;1840;1906;144933;74242;38.9;19.9
11;2021-06-02;1734;2071;146667;76313;39.4;20.5
11;2021-06-03;2562;2404;149229;78717;40.0;21.1
11;2021-06-04;2115;2665;151344;81382;40.6;21.8
11;2021-06-05;1579;1901;152923;83283;41.0;22.3
11;2021-06-06;865;860;153788;84143;41.3;22.6
11;2021-06-07;1507;1714;155295;85857;41.7;23.0
11;2021-06-08;2049;1991;157344;87848;42.2;23.6
11;2021-06-09;1768;2183;159112;90031;42.7;24.2
11;2021-06-10;1764;2420;160876;92451;43.2;24.8
11;2021-06-11;1843;2486;162719;94937;43.7;25.5
11;2021-06-12;1434;1623;164153;96560;44.0;25.9
11;2021-06-13;706;723;164859;97283;44.2;26.1
11;2021-06-14;1026;1971;165885;99254;44.5;26.6
11;2021-06-15;1380;2686;167265;101940;44.9;27.4
11;2021-06-16;1323;2527;168588;104467;45.2;28.0
11;2021-06-17;1429;2533;170017;107000;45.6;28.7
11;2021-06-18;1509;2491;171526;109491;46.0;29.4
11;2021-06-19;1229;1403;172755;110894;46.4;29.8
11;2021-06-20;297;602;173052;111496;46.4;29.9
11;2021-06-21;828;2114;173880;113610;46.7;30.5
12;2020-12-27;0;0;0;0;0.0;0.0
12;2020-12-28;0;0;0;0;0.0;0.0
12;2020-12-29;0;0;0;0;0.0;0.0
12;2020-12-30;0;0;0;0;0.0;0.0
12;2020-12-31;0;0;0;0;0.0;0.0
12;2021-01-01;0;0;0;0;0.0;0.0
12;2021-01-02;0;0;0;0;0.0;0.0
12;2021-01-03;0;0;0;0;0.0;0.0
12;2021-01-04;1;0;1;0;0.0;0.0
12;2021-01-05;0;0;1;0;0.0;0.0
12;2021-01-06;13;0;14;0;0.0;0.0
12;2021-01-07;202;0;216;0;0.1;0.0
12;2021-01-08;64;0;280;0;0.1;0.0
12;2021-01-09;0;0;280;0;0.1;0.0
12;2021-01-10;1;0;281;0;0.1;0.0
12;2021-01-11;99;0;380;0;0.1;0.0
12;2021-01-12;360;1;740;1;0.3;0.0
12;2021-01-13;285;0;1025;1;0.4;0.0
12;2021-01-14;589;9;1614;10;0.6;0.0
12;2021-01-15;365;10;1979;20;0.7;0.0
12;2021-01-16;138;2;2117;22;0.8;0.0
12;2021-01-17;0;0;2117;22;0.8;0.0
12;2021-01-18;452;0;2569;22;0.9;0.0
12;2021-01-19;601;2;3170;24;1.1;0.0
12;2021-01-20;876;1;4046;25;1.5;0.0
12;2021-01-21;720;0;4766;25;1.7;0.0
12;2021-01-22;798;0;5564;25;2.0;0.0
12;2021-01-23;381;0;5945;25;2.1;0.0
12;2021-01-24;0;0;5945;25;2.1;0.0
12;2021-01-25;450;1;6395;26;2.3;0.0
12;2021-01-26;648;0;7043;26;2.5;0.0
12;2021-01-27;1826;10;8869;36;3.2;0.0
12;2021-01-28;1882;210;10751;246;3.9;0.1
12;2021-01-29;1328;44;12079;290;4.3;0.1
12;2021-01-30;359;2;12438;292;4.5;0.1
12;2021-01-31;0;0;12438;292;4.5;0.1
12;2021-02-01;333;90;12771;382;4.6;0.1
12;2021-02-02;456;242;13227;624;4.8;0.2
12;2021-02-03;456;166;13683;790;4.9;0.3
12;2021-02-04;452;522;14135;1312;5.1;0.5
12;2021-02-05;447;183;14582;1495;5.2;0.5
12;2021-02-06;218;67;14800;1562;5.3;0.6
12;2021-02-07;8;0;14808;1562;5.3;0.6
12;2021-02-08;105;316;14913;1878;5.4;0.7
12;2021-02-09;208;342;15121;2220;5.4;0.8
12;2021-02-10;463;470;15584;2690;5.6;1.0
12;2021-02-11;538;351;16122;3041;5.8;1.1
12;2021-02-12;569;347;16691;3388;6.0;1.2
12;2021-02-13;175;133;16866;3521;6.1;1.3
12;2021-02-14;0;0;16866;3521;6.1;1.3
12;2021-02-15;173;382;17039;3903;6.1;1.4
12;2021-02-16;167;511;17206;4414;6.2;1.6
12;2021-02-17;362;1434;17568;5848;6.3;2.1
12;2021-02-18;671;1655;18239;7503;6.6;2.7
12;2021-02-19;576;968;18815;8471;6.8;3.0
12;2021-02-20;102;396;18917;8867;6.8;3.2
12;2021-02-21;0;0;18917;8867;6.8;3.2
12;2021-02-22;149;404;19066;9271;6.8;3.3
12;2021-02-23;157;562;19223;9833;6.9;3.5
12;2021-02-24;157;688;19380;10521;7.0;3.8
12;2021-02-25;198;770;19578;11291;7.0;4.1
12;2021-02-26;320;657;19898;11948;7.1;4.3
12;2021-02-27;190;353;20088;12301;7.2;4.4
12;2021-02-28;12;0;20100;12301;7.2;4.4
12;2021-03-01;49;350;20149;12651;7.2;4.5
12;2021-03-02;190;505;20339;13156;7.3;4.7
12;2021-03-03;243;387;20582;13543;7.4;4.9
12;2021-03-04;278;362;20860;13905;7.5;5.0
12;2021-03-05;422;365;21282;14270;7.6;5.1
12;2021-03-06;791;117;22073;14387;7.9;5.2
12;2021-03-07;140;28;22213;14415;8.0;5.2
12;2021-03-08;235;208;22448;14623;8.1;5.3
12;2021-03-09;716;233;23164;14856;8.3;5.3
12;2021-03-10;782;730;23946;15586;8.6;5.6
12;2021-03-11;916;644;24862;16230;8.9;5.8
12;2021-03-12;1251;516;26113;16746;9.4;6.0
12;2021-03-13;894;126;27007;16872;9.7;6.1
12;2021-03-14;44;2;27051;16874;9.7;6.1
12;2021-03-15;557;150;27608;17024;9.9;6.1
12;2021-03-16;817;153;28425;17177;10.2;6.2
12;2021-03-17;1503;156;29928;17333;10.8;6.2
12;2021-03-18;993;245;30921;17578;11.1;6.3
12;2021-03-19;1375;260;32296;17838;11.6;6.4
12;2021-03-20;724;79;33020;17917;11.9;6.4
12;2021-03-21;262;6;33282;17923;12.0;6.4
12;2021-03-22;606;172;33888;18095;12.2;6.5
12;2021-03-23;1214;168;35102;18263;12.6;6.6
12;2021-03-24;1421;205;36523;18468;13.1;6.6
12;2021-03-25;1843;193;38366;18661;13.8;6.7
12;2021-03-26;1976;213;40342;18874;14.5;6.8
12;2021-03-27;978;61;41320;18935;14.8;6.8
12;2021-03-28;60;1;41380;18936;14.9;6.8
12;2021-03-29;960;77;42340;19013;15.2;6.8
12;2021-03-30;1733;116;44073;19129;15.8;6.9
12;2021-03-31;1447;88;45520;19217;16.4;6.9
12;2021-04-01;1957;139;47477;19356;17.1;7.0
12;2021-04-02;1614;327;49091;19683;17.6;7.1
12;2021-04-03;871;94;49962;19777;17.9;7.1
12;2021-04-04;1;0;49963;19777;17.9;7.1
12;2021-04-05;645;10;50608;19787;18.2;7.1
12;2021-04-06;1151;533;51759;20320;18.6;7.3
